Interval=	0.001 s
ExcelDateTime=	4.5349591748211111e+004	2/27/2024 14:12:07.04544
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1
Range=	10.000 V
UnitName=	L/min
TopValue=	50.00
BottomValue=	-50.00
0	0.3078125
0.001	-0.496875
0.002	-0.8796875
0.003	-0.6015625
0.004	0.0375
0.005	0.5625
0.006	0.7890625
0.007	0.74375
0.008	0.3921875
0.009	-0.259375
0.01	-0.934375
0.011	-1.304688
0.012	-1.290625
0.013	-0.9796875
0.014	-0.5125
0.015	-0.0703125
0.016	0.21875
0.017	0.3328125
0.018	0.240625
0.019	-0.0296875
0.02	-0.3078125
0.021	-0.4125
0.022	-0.284375
0.023	-0.0265625
0.024	0.1703125
0.025	0.1875
0.026	0.0453125
0.027	-0.2015625
0.028	-0.496875
0.029	-0.68125
0.03	-0.5453125
0.031	-0.1046875
0.032	0.3671875
0.033	0.659375
0.034	0.79375
0.035	0.8203125
0.036	0.6953125
0.037	0.4578125
0.038	0.2390625
0.039	0.1046875
0.04	0.05
0.041	0.0515625
0.042	0.0984375
0.043	0.2125
0.044	0.2984375
0.045	0.140625
0.046	-0.2765625
0.047	-0.6484375
0.048	-0.7
0.049	-0.4546875
0.05	-0.10625
0.051	0.15
0.052	0.228125
0.053	0.1765625
0.054	0.0546875
0.055	-0.1484375
0.056	-0.4
0.057	-0.534375
0.058	-0.4109375
0.059	-0.0953125
0.06	0.203125
0.061	0.3546875
0.062	0.365625
0.063	0.2359375
0.064	-0.028125
0.065	-0.2578125
0.066	-0.259375
0.067	-0.0453125
0.068	0.234375
0.069	0.48125
0.07	0.6875
0.071	0.8109375
0.072	0.6609375
0.073	0.1140625
0.074	-0.5625
0.075	-0.9125
0.076	-0.8078125
0.077	-0.521875
0.078	-0.315625
0.079	-0.1578125
0.08	0.0640625
0.081	0.259375
0.082	0.24375
0.083	0.0375
0.084	-0.128125
0.085	-0.0875
0.086	0.0828125
0.087	0.2
0.088	0.23125
0.089	0.28125
0.09	0.34375
0.091	0.25625
0.092	-0.034375
0.093	-0.384375
0.094	-0.58125
0.095	-0.4609375
0.096	-0.0640625
0.097	0.3734375
0.098	0.653125
0.099	0.70625
0.1	0.4875
0.101	0.034375
0.102	-0.428125
0.103	-0.628125
0.104	-0.484375
0.105	-0.134375
0.106	0.225
0.107	0.4875
0.108	0.58125
0.109	0.4234375
0.11	0.05
0.111	-0.334375
0.112	-0.5328125
0.113	-0.459375
0.114	-0.1265625
0.115	0.3578125
0.116	0.7765625
0.117	0.878125
0.118	0.55
0.119	-0.0234375
0.12	-0.4671875
0.121	-0.53125
0.122	-0.2484375
0.123	0.1578125
0.124	0.4421875
0.125	0.5078125
0.126	0.365625
0.127	0.015625
0.128	-0.45625
0.129	-0.821875
0.13	-0.9015625
0.131	-0.6953125
0.132	-0.3234375
0.133	0.0578125
0.134	0.315625
0.135	0.3796875
0.136	0.246875
0.137	-0.0171875
0.138	-0.2796875
0.139	-0.4
0.14	-0.29375
0.141	0.003125
0.142	0.3671875
0.143	0.696875
0.144	0.9078125
0.145	0.8375
0.146	0.4125
0.147	-0.1296875
0.148	-0.4296875
0.149	-0.353125
0.15	-0.059375
0.151	0.1953125
0.152	0.2828125
0.153	0.2234375
0.154	0.0640625
0.155	-0.178125
0.156	-0.4234375
0.157	-0.5359375
0.158	-0.4296875
0.159	-0.1703125
0.16	0.0703125
0.161	0.2125
0.162	0.309375
0.163	0.3640625
0.164	0.265625
0.165	-0.0140625
0.166	-0.3078125
0.167	-0.38125
0.168	-0.0953125
0.169	0.4546875
0.17	0.95625
0.171	1.145313
0.172	1.028125
0.173	0.73125
0.174	0.3125
0.175	-0.153125
0.176	-0.4484375
0.177	-0.3671875
0.178	0.0375
0.179	0.515625
0.18	0.8609375
0.181	0.9015625
0.182	0.5515625
0.183	0.0046875
0.184	-0.4046875
0.185	-0.509375
0.186	-0.3703125
0.187	-0.13125
0.188	0.08125
0.189	0.19375
0.19	0.153125
0.191	-0.1125
0.192	-0.5703125
0.193	-0.9609375
0.194	-0.990625
0.195	-0.6375
0.196	-0.1359375
0.197	0.3109375
0.198	0.61875
0.199	0.70625
0.2	0.4828125
0.201	0.00625
0.202	-0.4796875
0.203	-0.7203125
0.204	-0.6515625
0.205	-0.40625
0.206	-0.13125
0.207	0.103125
0.208	0.2140625
0.209	0.0859375
0.21	-0.2359375
0.211	-0.4953125
0.212	-0.446875
0.213	-0.078125
0.214	0.378125
0.215	0.6953125
0.216	0.7765625
0.217	0.575
0.218	0.1078125
0.219	-0.4265625
0.22	-0.721875
0.221	-0.590625
0.222	-0.1390625
0.223	0.2890625
0.224	0.4453125
0.225	0.3421875
0.226	0.078125
0.227	-0.28125
0.228	-0.65
0.229	-0.9046875
0.23	-0.9078125
0.231	-0.609375
0.232	-0.1515625
0.233	0.2640625
0.234	0.5234375
0.235	0.578125
0.236	0.371875
0.237	-0.0640625
0.238	-0.5265625
0.239	-0.7609375
0.24	-0.640625
0.241	-0.2671875
0.242	0.1390625
0.243	0.4546875
0.244	0.6328125
0.245	0.5546875
0.246	0.1546875
0.247	-0.39375
0.248	-0.75625
0.249	-0.703125
0.25	-0.2765625
0.251	0.2625
0.252	0.6875
0.253	0.9046875
0.254	0.8125
0.255	0.3671875
0.256	-0.1875
0.257	-0.48125
0.258	-0.3921875
0.259	-0.0953125
0.26	0.2484375
0.261	0.6390625
0.262	1.023438
0.263	1.13125
0.264	0.7578125
0.265	0.115625
0.266	-0.359375
0.267	-0.4484375
0.268	-0.25
0.269	0.0328125
0.27	0.3
0.271	0.5640625
0.272	0.740625
0.273	0.603125
0.274	0.09375
0.275	-0.490625
0.276	-0.7828125
0.277	-0.65625
0.278	-0.2625
0.279	0.14375
0.28	0.3859375
0.281	0.4046875
0.282	0.2109375
0.283	-0.1078125
0.284	-0.39375
0.285	-0.478125
0.286	-0.2734375
0.287	0.1390625
0.288	0.5609375
0.289	0.840625
0.29	0.8828125
0.291	0.5890625
0.292	0.0171875
0.293	-0.50625
0.294	-0.634375
0.295	-0.334375
0.296	0.1203125
0.297	0.4546875
0.298	0.553125
0.299	0.38125
0.3	-0.025
0.301	-0.503125
0.302	-0.8203125
0.303	-0.8421875
0.304	-0.6
0.305	-0.2359375
0.306	0.0640625
0.307	0.18125
0.308	0.125
0.309	-0.04375
0.31	-0.2484375
0.311	-0.38125
0.312	-0.3375
0.313	-0.1140625
0.314	0.18125
0.315	0.40625
0.316	0.4921875
0.317	0.45625
0.318	0.3140625
0.319	0.0546875
0.32	-0.29375
0.321	-0.6015625
0.322	-0.671875
0.323	-0.415625
0.324	0.0296875
0.325	0.4515625
0.326	0.6921875
0.327	0.59375
0.328	0.09375
0.329	-0.5828125
0.33	-1.015625
0.331	-0.959375
0.332	-0.55
0.333	-0.0953125
0.334	0.2359375
0.335	0.4328125
0.336	0.4703125
0.337	0.3296875
0.338	0.0984375
0.339	-0.0890625
0.34	-0.1375
0.341	-0.0828125
0.342	-0.0640625
0.343	-0.1125
0.344	-0.1203125
0.345	-0.0828125
0.346	-0.14375
0.347	-0.35625
0.348	-0.5765625
0.349	-0.60625
0.35	-0.4375
0.351	-0.2375
0.352	-0.0984375
0.353	0.009375
0.354	0.025
0.355	-0.134375
0.356	-0.359375
0.357	-0.44375
0.358	-0.3125
0.359	-0.040625
0.36	0.234375
0.361	0.4359375
0.362	0.5671875
0.363	0.575
0.364	0.325
0.365	-0.1484375
0.366	-0.5953125
0.367	-0.7875
0.368	-0.6546875
0.369	-0.2734375
0.37	0.23125
0.371	0.7140625
0.372	0.9421875
0.373	0.6640625
0.374	-0.05
0.375	-0.7640625
0.376	-1.05625
0.377	-0.853125
0.378	-0.4046875
0.379	-0.021875
0.38	0.165625
0.381	0.190625
0.382	0.0734375
0.383	-0.203125
0.384	-0.559375
0.385	-0.753125
0.386	-0.5453125
0.387	0.015625
0.388	0.578125
0.389	0.8140625
0.39	0.653125
0.391	0.2609375
0.392	-0.1234375
0.393	-0.3515625
0.394	-0.40625
0.395	-0.3140625
0.396	-0.1
0.397	0.20625
0.398	0.5546875
0.399	0.7859375
0.4	0.68125
0.401	0.234375
0.402	-0.265625
0.403	-0.50625
0.404	-0.440625
0.405	-0.234375
0.406	-0.0375
0.407	0.146875
0.408	0.328125
0.409	0.35625
0.41	0.0828125
0.411	-0.378125
0.412	-0.7234375
0.413	-0.7375
0.414	-0.4359375
0.415	-0.0015625
0.416	0.428125
0.417	0.796875
0.418	0.94375
0.419	0.6703125
0.42	0.0609375
0.421	-0.503125
0.422	-0.65
0.423	-0.2734375
0.424	0.4125
0.425	0.9859375
0.426	1.092188
0.427	0.6953125
0.428	0.0578125
0.429	-0.4640625
0.43	-0.6734375
0.431	-0.58125
0.432	-0.35625
0.433	-0.190625
0.434	-0.0828125
0.435	0.0921875
0.436	0.2390625
0.437	0.1046875
0.438	-0.3078125
0.439	-0.7171875
0.44	-0.8296875
0.441	-0.5453125
0.442	-0.0296875
0.443	0.48125
0.444	0.8453125
0.445	0.9359375
0.446	0.653125
0.447	0.1703125
0.448	-0.1453125
0.449	-0.11875
0.45	0.09375
0.451	0.2375
0.452	0.1875
0.453	0.009375
0.454	-0.184375
0.455	-0.3984375
0.456	-0.6625
0.457	-0.8421875
0.458	-0.7515625
0.459	-0.3546875
0.46	0.175
0.461	0.58125
0.462	0.7125
0.463	0.5875
0.464	0.296875
0.465	-0.0640625
0.466	-0.371875
0.467	-0.4796875
0.468	-0.26875
