Interval=	0.001 s
ExcelDateTime=	4.5349547530434887e+004	2/27/2024 13:08:26.629574
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1
Range=	10.000 V
UnitName=	L/min
TopValue=	50.00
BottomValue=	-50.00
0	-0.1203125
0.001	-0.2171875
0.002	-0.290625
0.003	-0.334375
0.004	-0.271875
0.005	-0.0953125
0.006	0.1390625
0.007	0.378125
0.008	0.5265625
0.009	0.46875
0.01	0.2203125
0.011	-0.071875
0.012	-0.2234375
0.013	-0.1328125
0.014	0.159375
0.015	0.5109375
0.016	0.7703125
0.017	0.7515625
0.018	0.371875
0.019	-0.159375
0.02	-0.484375
0.021	-0.4625
0.022	-0.25625
0.023	-0.0953125
0.024	0.0078125
0.025	0.171875
0.026	0.346875
0.027	0.34375
0.028	0.146875
0.029	-0.0609375
0.03	-0.1203125
0.031	-0.0109375
0.032	0.203125
0.033	0.425
0.034	0.5625
0.035	0.559375
0.036	0.390625
0.037	0.0953125
0.038	-0.1875
0.039	-0.3
0.04	-0.184375
0.041	0.0796875
0.042	0.3296875
0.043	0.4359375
0.044	0.35
0.045	0.1109375
0.046	-0.1796875
0.047	-0.425
0.048	-0.5890625
0.049	-0.6125
0.05	-0.415625
0.051	0
0.052	0.5125
0.053	0.8734375
0.054	0.790625
0.055	0.2796875
0.056	-0.20625
0.057	-0.240625
0.058	0.1546875
0.059	0.6265625
0.06	0.9328125
0.061	1.117188
0.062	1.207813
0.063	0.9859375
0.064	0.3234375
0.065	-0.49375
0.066	-1.035938
0.067	-1.08125
0.068	-0.6875
0.069	-0.09375
0.07	0.4125
0.071	0.6640625
0.072	0.6203125
0.073	0.328125
0.074	-0.09375
0.075	-0.4671875
0.076	-0.58125
0.077	-0.3140625
0.078	0.171875
0.079	0.5140625
0.08	0.5265625
0.081	0.2984375
0.082	-0.0265625
0.083	-0.353125
0.084	-0.559375
0.085	-0.5109375
0.086	-0.2078125
0.087	0.215625
0.088	0.653125
0.089	0.975
0.09	0.953125
0.091	0.5015625
0.092	-0.05625
0.093	-0.2421875
0.094	0.053125
0.095	0.4953125
0.096	0.7703125
0.097	0.915625
0.098	1.051563
0.099	1.025
0.1	0.6109375
0.101	-0.0546875
0.102	-0.5734375
0.103	-0.6953125
0.104	-0.4859375
0.105	-0.1734375
0.106	0.0671875
0.107	0.1984375
0.108	0.23125
0.109	0.159375
0.11	0.0390625
0.111	-0.015625
0.112	0.0359375
0.113	0.18125
0.114	0.4234375
0.115	0.7015625
0.116	0.865625
0.117	0.74375
0.118	0.190625
0.119	-0.69375
0.12	-1.414063
0.121	-1.465625
0.122	-0.834375
0.123	0.0703125
0.124	0.8140625
0.125	1.160938
0.126	1.021875
0.127	0.4265625
0.128	-0.3625
0.129	-0.90625
0.13	-0.946875
0.131	-0.6
0.132	-0.165625
0.133	0.1671875
0.134	0.38125
0.135	0.4875
0.136	0.4265625
0.137	0.21875
0.138	0.0625
0.139	0.125
0.14	0.3453125
0.141	0.5203125
0.142	0.525
0.143	0.4140625
0.144	0.2921875
0.145	0.1296875
0.146	-0.146875
0.147	-0.446875
0.148	-0.5796875
0.149	-0.4234375
0.15	-0.0609375
0.151	0.2734375
0.152	0.4640625
0.153	0.565625
0.154	0.5796875
0.155	0.390625
0.156	-0.01875
0.157	-0.44375
0.158	-0.6078125
0.159	-0.3890625
0.16	0.059375
0.161	0.4609375
0.162	0.59375
0.163	0.3484375
0.164	-0.1703125
0.165	-0.640625
0.166	-0.7875
0.167	-0.575
0.168	-0.1453125
0.169	0.290625
0.17	0.56875
0.171	0.59375
0.172	0.31875
0.173	-0.1921875
0.174	-0.740625
0.175	-1.092188
0.176	-1.115625
0.177	-0.7921875
0.178	-0.2203125
0.179	0.4
0.18	0.8296875
0.181	0.8828125
0.182	0.528125
0.183	-0.0734375
0.184	-0.6203125
0.185	-0.8140625
0.186	-0.55
0.187	-0.040625
0.188	0.3578125
0.189	0.4484375
0.19	0.29375
0.191	0.0296875
0.192	-0.26875
0.193	-0.5546875
0.194	-0.7015625
0.195	-0.5578125
0.196	-0.121875
0.197	0.4203125
0.198	0.83125
0.199	0.878125
0.2	0.45
0.201	-0.2203125
0.202	-0.6859375
0.203	-0.6921875
0.204	-0.365625
0.205	0.0390625
0.206	0.4328125
0.207	0.7953125
0.208	0.9453125
0.209	0.734375
0.21	0.31875
0.211	-0.021875
0.212	-0.1859375
0.213	-0.253125
0.214	-0.2875
0.215	-0.246875
0.216	-0.075
0.217	0.18125
0.218	0.3484375
0.219	0.2703125
0.22	-0.028125
0.221	-0.33125
0.222	-0.4328125
0.223	-0.3125
0.224	-0.09375
0.225	0.125
0.226	0.2734375
0.227	0.2734375
0.228	0.0921875
0.229	-0.1921875
0.23	-0.41875
0.231	-0.4375
0.232	-0.209375
0.233	0.1796875
0.234	0.56875
0.235	0.7453125
0.236	0.521875
0.237	-0.0578125
0.238	-0.6265625
0.239	-0.821875
0.24	-0.625
0.241	-0.25
0.242	0.146875
0.243	0.5109375
0.244	0.7453125
0.245	0.7015625
0.246	0.33125
0.247	-0.1875
0.248	-0.5765625
0.249	-0.7328125
0.25	-0.7625
0.251	-0.7296875
0.252	-0.58125
0.253	-0.3203125
0.254	-0.1125
0.255	-0.115625
0.256	-0.309375
0.257	-0.5328125
0.258	-0.59375
0.259	-0.4015625
0.26	-0.071875
0.261	0.1078125
0.262	-0.1109375
0.263	-0.665625
0.264	-1.165625
0.265	-1.315625
0.266	-1.239063
0.267	-1.154688
0.268	-0.9765625
0.269	-0.53125
0.27	0.11875
0.271	0.659375
0.272	0.753125
0.273	0.3421875
0.274	-0.25625
0.275	-0.6765625
0.276	-0.775
0.277	-0.596875
0.278	-0.2515625
0.279	0.1515625
0.28	0.4890625
0.281	0.584375
0.282	0.3296875
0.283	-0.15
0.284	-0.5984375
0.285	-0.828125
0.286	-0.78125
0.287	-0.540625
0.288	-0.340625
0.289	-0.3765625
0.29	-0.5875
0.291	-0.75
0.292	-0.7609375
0.293	-0.6578125
0.294	-0.4203125
0.295	0.0171875
0.296	0.5109375
0.297	0.7359375
0.298	0.5859375
0.299	0.2625
0.3	-0.0390625
0.301	-0.2796875
0.302	-0.4359375
0.303	-0.4140625
0.304	-0.1671875
0.305	0.2078125
0.306	0.5796875
0.307	0.925
0.308	1.139063
0.309	0.9546875
0.31	0.3296875
0.311	-0.3640625
0.312	-0.7296875
0.313	-0.6921875
0.314	-0.4140625
0.315	-0.059375
0.316	0.2625
0.317	0.4125
0.318	0.234375
0.319	-0.221875
0.32	-0.659375
0.321	-0.7671875
0.322	-0.4859375
0.323	-0.0421875
0.324	0.26875
0.325	0.3859375
0.326	0.43125
0.327	0.4015625
0.328	0.228125
0.329	0.040625
0.33	0.028125
0.331	0.1859375
0.332	0.39375
0.333	0.5609375
0.334	0.659375
0.335	0.6703125
0.336	0.5328125
0.337	0.2171875
0.338	-0.1578125
0.339	-0.39375
0.34	-0.38125
0.341	-0.1484375
0.342	0.18125
0.343	0.490625
0.344	0.6671875
0.345	0.5640625
0.346	0.15625
0.347	-0.2609375
0.348	-0.3390625
0.349	-0.0703125
0.35	0.2484375
0.351	0.3328125
0.352	0.1234375
0.353	-0.1859375
0.354	-0.36875
0.355	-0.390625
0.356	-0.353125
0.357	-0.3109375
0.358	-0.234375
0.359	-0.08125
0.36	0.184375
0.361	0.578125
0.362	0.9875
0.363	1.120313
0.364	0.78125
0.365	0.1328125
0.366	-0.4515625
0.367	-0.6984375
0.368	-0.55
0.369	-0.15625
0.37	0.2640625
0.371	0.6
0.372	0.7609375
0.373	0.634375
0.374	0.265625
0.375	-0.10625
0.376	-0.2734375
0.377	-0.184375
0.378	0.11875
0.379	0.63125
0.38	1.34375
0.381	1.929688
0.382	1.848438
0.383	1.032813
0.384	0.071875
0.385	-0.4453125
0.386	-0.440625
0.387	-0.1859375
0.388	0.1125
0.389	0.378125
0.39	0.496875
0.391	0.353125
0.392	0
0.393	-0.3453125
0.394	-0.4765625
0.395	-0.3640625
0.396	-0.1828125
0.397	-0.1015625
0.398	-0.0796875
0.399	0.009375
0.4	0.1390625
0.401	0.109375
0.402	-0.18125
0.403	-0.5171875
0.404	-0.53125
0.405	-0.1125
0.406	0.45
0.407	0.7609375
0.408	0.6328125
0.409	0.1609375
0.41	-0.3640625
0.411	-0.6484375
0.412	-0.5828125
0.413	-0.26875
0.414	0.125
0.415	0.490625
0.416	0.7859375
0.417	0.8890625
0.418	0.5734375
0.419	-0.171875
0.42	-0.8828125
0.421	-1.017188
0.422	-0.553125
0.423	0.0421875
0.424	0.3734375
0.425	0.4484375
0.426	0.4453125
0.427	0.35625
0.428	0.0734375
0.429	-0.30625
0.43	-0.55
0.431	-0.5375
0.432	-0.315625
0.433	-0.025
0.434	0.203125
0.435	0.3171875
0.436	0.284375
0.437	0.0984375
0.438	-0.171875
0.439	-0.409375
0.44	-0.48125
0.441	-0.25625
0.442	0.2421875
0.443	0.7453125
0.444	0.940625
0.445	0.70625
0.446	0.16875
0.447	-0.3859375
0.448	-0.6765625
0.449	-0.5703125
0.45	-0.1828125
0.451	0.2421875
0.452	0.6
0.453	0.89375
0.454	0.9671875
0.455	0.625
0.456	-0.015625
0.457	-0.5640625
0.458	-0.728125
0.459	-0.503125
0.46	-0.06875
0.461	0.4
0.462	0.7515625
0.463	0.7921875
0.464	0.415625
0.465	-0.184375
0.466	-0.6203125
0.467	-0.65
0.468	-0.340625
0.469	0.0546875
0.47	0.33125
0.471	0.4140625
0.472	0.3015625
0.473	0.0234375
0.474	-0.296875
0.475	-0.4875
0.476	-0.4578125
0.477	-0.228125
0.478	0.0953125
0.479	0.30625
0.48	0.20625
0.481	-0.184375
0.482	-0.603125
0.483	-0.81875
0.484	-0.825
0.485	-0.684375
0.486	-0.4109375
0.487	-0.05
0.488	0.3171875
0.489	0.6015625
0.49	0.65625
0.491	0.3390625
0.492	-0.234375
0.493	-0.7
0.494	-0.778125
0.495	-0.4734375
0.496	0.0234375
0.497	0.5046875
0.498	0.8171875
0.499	0.8234375
0.5	0.3921875
0.501	-0.3734375
0.502	-1.035938
0.503	-1.175
0.504	-0.7859375
0.505	-0.2015625
0.506	0.24375
0.507	0.43125
0.508	0.415625
0.509	0.2625
0.51	0.0109375
0.511	-0.2484375
0.512	-0.396875
0.513	-0.3390625
0.514	-0.08125
0.515	0.240625
0.516	0.4734375
