Interval=	0.001 s
ExcelDateTime=	4.5370549410748950e+004	3/19/2024 13:11:09.088709
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1
Range=	10.000 V
UnitName=	L/min
TopValue=	50.00
BottomValue=	-50.00
0	0.0453125
0.001	-0.2875
0.002	-0.7265625
0.003	-1.071875
0.004	-1.0125
0.005	-0.459375
0.006	0.303125
0.007	0.88125
0.008	1.020313
0.009	0.6859375
0.01	0.1078125
0.011	-0.3390625
0.012	-0.4359375
0.013	-0.26875
0.014	-0.03125
0.015	0.2078125
0.016	0.4421875
0.017	0.5234375
0.018	0.2703125
0.019	-0.2140625
0.02	-0.5765625
0.021	-0.5890625
0.022	-0.31875
0.023	0.015625
0.024	0.2578125
0.025	0.3875
0.026	0.409375
0.027	0.2765625
0.028	-0.0125
0.029	-0.3375
0.03	-0.5265625
0.031	-0.4421875
0.032	-0.1203125
0.033	0.23125
0.034	0.4375
0.035	0.4328125
0.036	0.209375
0.037	-0.1765625
0.038	-0.540625
0.039	-0.6625
0.04	-0.4515625
0.041	-0.021875
0.042	0.4515625
0.043	0.8765625
0.044	1.109375
0.045	0.93125
0.046	0.346875
0.047	-0.2859375
0.048	-0.6328125
0.049	-0.659375
0.05	-0.4875
0.051	-0.1953125
0.052	0.1453125
0.053	0.359375
0.054	0.2625
0.055	-0.084375
0.056	-0.378125
0.057	-0.4109375
0.058	-0.2328125
0.059	0.021875
0.06	0.284375
0.061	0.5078125
0.062	0.5828125
0.063	0.378125
0.064	-0.0703125
0.065	-0.5109375
0.066	-0.68125
0.067	-0.5078125
0.068	-0.1234375
0.069	0.2390625
0.07	0.4515625
0.071	0.540625
0.072	0.4578125
0.073	0.078125
0.074	-0.478125
0.075	-0.828125
0.076	-0.6921875
0.077	-0.1046875
0.078	0.628125
0.079	1.153125
0.08	1.270313
0.081	0.9875
0.082	0.4703125
0.083	-0.03125
0.084	-0.3484375
0.085	-0.4484375
0.086	-0.315625
0.087	0.0203125
0.088	0.440625
0.089	0.7546875
0.09	0.740625
0.091	0.3453125
0.092	-0.178125
0.093	-0.5265625
0.094	-0.6421875
0.095	-0.596875
0.096	-0.40625
0.097	-0.1015625
0.098	0.1984375
0.099	0.33125
0.1	0.2
0.101	-0.1359375
0.102	-0.478125
0.103	-0.621875
0.104	-0.4546875
0.105	-0.0328125
0.106	0.421875
0.107	0.665625
0.108	0.5921875
0.109	0.240625
0.11	-0.265625
0.111	-0.78125
0.112	-1.1375
0.113	-1.121875
0.114	-0.6421875
0.115	0.1234375
0.116	0.8203125
0.117	1.1125
0.118	0.8875
0.119	0.3640625
0.12	-0.0859375
0.121	-0.259375
0.122	-0.215625
0.123	-0.121875
0.124	-0.0171875
0.125	0.171875
0.126	0.3703125
0.127	0.3390625
0.128	0.0671875
0.129	-0.128125
0.13	-0.040625
0.131	0.1828125
0.132	0.34375
0.133	0.484375
0.134	0.85625
0.135	1.4875
0.136	1.85625
0.137	1.448438
0.138	0.490625
0.139	-0.3
0.14	-0.4171875
0.141	0.078125
0.142	0.7046875
0.143	1.035938
0.144	0.990625
0.145	0.6921875
0.146	0.290625
0.147	-0.0859375
0.148	-0.3296875
0.149	-0.353125
0.15	-0.1015625
0.151	0.4046875
0.152	1.070313
0.153	1.607813
0.154	1.584375
0.155	0.8859375
0.156	-0.053125
0.157	-0.6953125
0.158	-0.8515625
0.159	-0.6390625
0.16	-0.2515625
0.161	0.1109375
0.162	0.2359375
0.163	-0.0390625
0.164	-0.6015625
0.165	-1.051563
0.166	-1.0625
0.167	-0.6640625
0.168	-0.134375
0.169	0.2796875
0.17	0.4828125
0.171	0.5015625
0.172	0.384375
0.173	0.1609375
0.174	-0.10625
0.175	-0.309375
0.176	-0.3390625
0.177	-0.146875
0.178	0.2203125
0.179	0.6765625
0.18	1.1
0.181	1.265625
0.182	0.978125
0.183	0.3453125
0.184	-0.275
0.185	-0.5375
0.186	-0.30625
0.187	0.253125
0.188	0.803125
0.189	1.090625
0.19	0.9953125
0.191	0.5125
0.192	-0.115625
0.193	-0.503125
0.194	-0.46875
