Interval=	0.001 s
ExcelDateTime=	4.5370523846503951e+004	3/19/2024 12:34:20.337942
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1
Range=	10.000 V
UnitName=	L/min
TopValue=	50.00
BottomValue=	-50.00
0	0.84375
0.001	0.5234375
0.002	-0.040625
0.003	-0.5
0.004	-0.615625
0.005	-0.440625
0.006	-0.1734375
0.007	0.0796875
0.008	0.3046875
0.009	0.4046875
0.01	0.2234375
0.011	-0.2015625
0.012	-0.5640625
0.013	-0.6015625
0.014	-0.340625
0.015	-0.003125
0.016	0.225
0.017	0.3203125
0.018	0.33125
0.019	0.221875
0.02	-0.0390625
0.021	-0.340625
0.022	-0.50625
0.023	-0.4359375
0.024	-0.1953125
0.025	0.05625
0.026	0.23125
0.027	0.3171875
0.028	0.2484375
0.029	-0.0421875
0.03	-0.4484375
0.031	-0.7
0.032	-0.590625
0.033	-0.1734375
0.034	0.2796875
0.035	0.5578125
0.036	0.6359375
0.037	0.4859375
0.038	0.090625
0.039	-0.35
0.04	-0.51875
0.041	-0.321875
0.042	0.034375
0.043	0.3140625
0.044	0.4640625
0.045	0.534375
0.046	0.4640625
0.047	0.1734375
0.048	-0.20625
0.049	-0.4375
0.05	-0.428125
0.051	-0.2734375
0.052	-0.0953125
0.053	0.0703125
0.054	0.225
0.055	0.3078125
0.056	0.215625
0.057	-0.0453125
0.058	-0.3171875
0.059	-0.4140625
0.06	-0.25
0.061	0.0875
0.062	0.4109375
0.063	0.5765625
0.064	0.503125
0.065	0.16875
0.066	-0.2921875
0.067	-0.6234375
0.068	-0.6515625
0.069	-0.425
0.07	-0.125
0.071	0.1578125
0.072	0.4328125
0.073	0.578125
0.074	0.409375
0.075	-0.009375
0.076	-0.3765625
0.077	-0.5109375
0.078	-0.484375
0.079	-0.390625
0.08	-0.1921875
0.081	0.13125
0.082	0.3765625
0.083	0.2796875
0.084	-0.1296875
0.085	-0.5140625
0.086	-0.5953125
0.087	-0.3890625
0.088	-0.0890625
0.089	0.153125
0.09	0.2984375
0.091	0.3390625
0.092	0.234375
0.093	-0.0171875
0.094	-0.296875
0.095	-0.4203125
0.096	-0.2921875
0.097	0.0140625
0.098	0.31875
0.099	0.50625
0.1	0.5328125
0.101	0.3578125
0.102	-0.00625
0.103	-0.40625
0.104	-0.6265625
0.105	-0.5375
0.106	-0.18125
0.107	0.265625
0.108	0.64375
0.109	0.809375
0.11	0.6171875
0.111	0.1046875
0.112	-0.4125
0.113	-0.628125
0.114	-0.5203125
0.115	-0.2578125
0.116	0.0453125
0.117	0.378125
0.118	0.6484375
0.119	0.6203125
0.12	0.209375
0.121	-0.309375
0.122	-0.5609375
0.123	-0.440625
0.124	-0.13125
0.125	0.153125
0.126	0.33125
0.127	0.4078125
0.128	0.3328125
0.129	0.05
0.13	-0.3453125
0.131	-0.6203125
0.132	-0.59375
0.133	-0.2859375
0.134	0.1125
0.135	0.415625
0.136	0.5453125
0.137	0.4484375
0.138	0.109375
0.139	-0.3359375
0.14	-0.6578125
0.141	-0.68125
0.142	-0.3875
0.143	0.08125
0.144	0.5375
0.145	0.8328125
0.146	0.7953125
0.147	0.353125
0.148	-0.25
0.149	-0.615625
0.15	-0.5796875
0.151	-0.2890625
0.152	0.0453125
0.153	0.3375
0.154	0.5546875
0.155	0.559375
0.156	0.225
0.157	-0.29375
0.158	-0.640625
0.159	-0.6125
0.16	-0.3203125
0.161	0.009375
0.162	0.234375
0.163	0.3296875
0.164	0.2875
0.165	0.0890625
0.166	-0.2109375
0.167	-0.4671875
0.168	-0.534375
0.169	-0.35625
0.17	-0.0140625
0.171	0.33125
0.172	0.55625
0.173	0.5921875
0.174	0.39375
0.175	0.00625
0.176	-0.3890625
0.177	-0.578125
0.178	-0.4625
0.179	-0.1109375
0.18	0.3296875
0.181	0.73125
0.182	0.9125
0.183	0.678125
0.184	0.10625
0.185	-0.4171875
0.186	-0.5828125
0.187	-0.428125
0.188	-0.165625
0.189	0.096875
0.19	0.3578125
0.191	0.5203125
0.192	0.375
0.193	-0.078125
0.194	-0.5125
0.195	-0.6234375
0.196	-0.41875
0.197	-0.1140625
0.198	0.1078125
0.199	0.2140625
0.2	0.2390625
0.201	0.1546875
0.202	-0.0734375
0.203	-0.3453125
0.204	-0.4828125
0.205	-0.375
0.206	-0.0765625
0.207	0.2546875
0.208	0.4953125
