Interval=	0.001 s
ExcelDateTime=	4.5370526283224244e+004	3/19/2024 12:37:50.870574
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1
Range=	10.000 V
UnitName=	L/min
TopValue=	50.00
BottomValue=	-50.00
0	-0.2609375
0.001	-0.01875
0.002	0.1390625
0.003	0.1921875
0.004	0.065625
0.005	-0.259375
0.006	-0.6375
0.007	-0.8421875
0.008	-0.7359375
0.009	-0.3625
0.01	0.09375
0.011	0.4421875
0.012	0.5859375
0.013	0.471875
0.014	0.1078125
0.015	-0.353125
0.016	-0.671875
0.017	-0.6890625
0.018	-0.4125
0.019	0.00625
0.02	0.41875
0.021	0.703125
0.022	0.678125
0.023	0.28125
0.024	-0.21875
0.025	-0.459375
0.026	-0.375
0.027	-0.1640625
0.028	0.0171875
0.029	0.1828125
0.03	0.340625
0.031	0.33125
0.032	0.00625
0.033	-0.46875
0.034	-0.73125
0.035	-0.6046875
0.036	-0.225
0.037	0.15
0.038	0.375
0.039	0.440625
0.04	0.35625
0.041	0.1
0.042	-0.2828125
0.043	-0.621875
0.044	-0.7109375
0.045	-0.4578125
0.046	-0.0109375
0.047	0.3609375
0.048	0.5
0.049	0.403125
0.05	0.1109375
0.051	-0.284375
0.052	-0.615625
0.053	-0.715625
0.054	-0.5234375
0.055	-0.1375
0.056	0.275
0.057	0.584375
0.058	0.6515625
0.059	0.3671875
0.06	-0.1546875
0.061	-0.5953125
0.062	-0.725
0.063	-0.5765625
0.064	-0.309375
0.065	-0.0078125
0.066	0.3
0.067	0.459375
0.068	0.2453125
0.069	-0.29375
0.07	-0.7828125
0.071	-0.8953125
0.072	-0.615625
0.073	-0.1546875
0.074	0.228125
0.075	0.3984375
0.076	0.3703125
0.077	0.1890625
0.078	-0.109375
0.079	-0.4484375
0.08	-0.665625
0.081	-0.5953125
0.082	-0.240625
0.083	0.1921875
0.084	0.503125
0.085	0.609375
0.086	0.4796875
0.087	0.15
0.088	-0.23125
0.089	-0.475
0.09	-0.45625
0.091	-0.1953125
0.092	0.1734375
0.093	0.5265625
0.094	0.725
0.095	0.571875
0.096	0.0359375
0.097	-0.5578125
0.098	-0.8265625
0.099	-0.7296875
0.1	-0.4875
0.101	-0.2328125
0.102	0.0640625
0.103	0.3546875
0.104	0.4265625
0.105	0.1640625
0.106	-0.246875
0.107	-0.4828125
0.108	-0.40625
0.109	-0.1328125
0.11	0.153125
0.111	0.3640625
0.112	0.4515625
0.113	0.328125
0.114	-0.0203125
0.115	-0.4359375
0.116	-0.709375
0.117	-0.715625
0.118	-0.4421875
0.119	-0.0234375
0.12	0.3484375
0.121	0.5296875
0.122	0.4515625
0.123	0.1171875
0.124	-0.3375
0.125	-0.6796875
0.126	-0.71875
0.127	-0.428125
0.128	0.025
0.129	0.4375
