0,16.48281
0.001,16.6375
0.011,17.24219
0.021,16.33438
0.031,16.09844
0.041,15.49688
0.051,14.62813
0.061,13.49531
0.071,12.57813
0.081,11.39688
0.091,10.89063
0.101,10.70625
0.111,9.975
0.121,8.907813
0.131,8.420312
0.141,7.085938
0.151,5.748438
0.161,4.184375
0.171,2.601563
0.181,1.43125
0.191,-0.040625
0.201,-1.071875
0.211,-2.539063
0.221,-3.860938
0.231,-4.359375
0.241,-5.645313
0.251,-6.915625
0.261,-7.640625
0.271,-0.2328125
0.281,-2.8125
0.291,-1.060938
0.301,-0.7671875
0.311,-0.521875
0.321,-0.36875
0.331,-0.2921875
0.341,0.19375
0.351,-0.078125
0.361,-0.146875
0.371,-0.6625
0.381,-0.775
0.391,-0.6953125
0.401,-0.5375
0.411,-0.1953125
0.421,0.0296875
0.431,0.5359375
0.441,0.9765625
0.451,1.554688
0.461,0.9328125
0.471,0.9984375
0.481,0.6375
0.491,0.696875
0.501,0.9265625
0.511,0.903125
0.521,0.896875
0.531,0.6984375
0.541,0.3921875
0.551,-0.2046875
0.561,-0.75625
0.571,-1.307813
0.581,-2.084375
0.591,-2.320313
0.601,-2.460938
0.611,-2.59375
0.621,-0.1375
0.631,0.1390625
0.641,0.4453125
0.651,0.0859375
0.661,-0.228125
0.671,-0.5265625
0.681,-0.6953125
0.691,-0.7171875
0.701,-0.70625
0.711,-0.3421875
0.721,-0.2171875
0.731,0.128125
0.741,0.35
0.751,0.0203125
0.761,-0.303125
0.771,-0.3890625
0.781,-0.4828125
0.791,-0.4265625
0.801,-0.2640625
0.811,0.1421875
0.821,1.215625
0.831,2.357813
0.841,4.014063
0.851,5.8
0.861,7.8375
0.871,9.721875
0.881,11.73594
0.891,13.45781
0.901,15.18281
0.911,16.61406
0.921,17.7375
0.931,18.63125
0.941,18.67188
0.951,18.59375
0.961,18.64688
0.971,18.06563
0.981,17.47344
0.991,17.03125
1.001,16.13594
1.011,16.64688
1.021,16.1
1.031,15.97031
1.041,14.6375
1.051,13.99375
1.061,12.68594
1.071,13.25156
1.081,10.62188
1.091,10.34844
1.101,10.23281
1.111,8.928125
1.121,8.440625
1.131,8.348438
1.141,7.16875
1.151,5.91875
1.161,4.454688
1.171,2.848438
1.181,1.404688
1.191,-0.3078125
1.201,-1.510938
1.211,-2.665625
1.221,-3.785938
1.231,-5.032813
1.241,-5.792188
1.251,-6.4875
1.261,-7.757813
1.271,-0.71875
1.281,-0.8875
1.291,-1.057813
1.301,-0.5078125
1.311,-0.50625
1.321,-0.378125
1.331,-0.2890625
1.341,-0.2265625
1.351,0.4703125
1.361,0.9171875
1.371,0.4234375
1.381,-0.2625
1.391,-0.3625
1.401,-0.4859375
1.411,-0.0359375
1.421,0.5265625
1.431,0.9125
1.441,1.165625
1.451,1.620313
1.461,1.742188
1.471,1.935938
1.481,1.426563
1.491,1.407813
1.501,1.245313
1.511,1.154688
1.521,1.132813
1.531,1.140625
1.541,1.079688
1.551,0.515625
1.561,-0.215625
1.571,-0.584375
1.581,-1.4875
1.591,-2.209375
1.601,-2.79375
1.611,-2.901563
1.621,-0.89375
1.631,-0.5671875
1.641,-0.1671875
1.651,0.5421875
1.661,0.3046875
1.671,-0.240625
1.681,-0.2828125
1.691,-0.96875
1.701,-0.6875
1.711,-0.7609375
1.721,-0.5203125
1.731,-0.3625
1.741,-0.3765625
1.751,0.053125
1.761,0.4234375
1.771,0.0390625
1.781,-0.1203125
1.791,-0.1875
1.801,-0.4796875
1.811,0.1171875
1.821,0.83125
1.831,2.240625
1.841,3.782813
1.851,5.526563
1.861,7.9875
1.871,10.20781
1.881,11.83125
1.891,13.82031
1.901,15.37969
1.911,16.39375
1.921,17.40469
1.931,18.65781
1.941,18.69375
1.951,18.50781
1.961,18.52656
1.971,18.3875
1.981,17.75781
1.991,17.87969
2.001,16.04844
2.011,16.86719
2.021,15.45469
2.031,15.50781
2.041,14.94063
2.051,14.85469
2.061,14.07031
2.071,12.70625
2.081,11.99531
2.091,10.85781
2.101,9.225
2.111,9.64375
2.121,8.676563
2.131,7.884375
2.141,7.073438
2.151,5.645313
2.161,4.567188
2.171,3.425
2.181,1.610938
2.191,-0.053125
2.201,-1.640625
2.211,-3.157813
2.221,-4.501563
2.231,-5.526563
2.241,-6.279688
2.251,-6.554688
2.261,-7.395313
2.271,0.4859375
2.281,-0.9890625
2.291,-0.6703125
2.301,-0.753125
2.311,-0.9671875
2.321,-0.8265625
2.331,-0.69375
2.341,-0.2515625
2.351,0.1265625
2.361,0.234375
2.371,0.4328125
2.381,0.3125
2.391,0.034375
2.401,-0.2265625
2.411,-0.2265625
2.421,-0.075
2.431,0.334375
2.441,0.78125
2.451,1.445313
2.461,1.676563
2.471,1.739063
2.481,1.501563
2.491,1.504688
2.501,0.659375
2.511,0.75625
2.521,0.203125
2.531,0.2375
2.541,0.084375
2.551,-0.0828125
2.561,-0.153125
2.571,-0.725
2.581,-1.492188
2.591,-2.020313
2.601,-2.729688
2.611,-3.004688
2.621,-1.735938
2.631,-0.8421875
2.641,-0.28125
2.651,-0.04375
2.661,0.2015625
2.671,0.5078125
2.681,0.0671875
2.691,-0.4671875
2.701,-0.6453125
2.711,-0.9375
2.721,-0.6984375
2.731,-0.7
2.741,-0.4015625
2.751,-0.14375
2.761,0.0609375
2.771,0.0140625
2.781,0.5390625
2.791,0.1484375
2.801,0.0296875
2.811,0.0828125
2.821,0.89375
2.831,1.895313
2.841,3.504688
2.851,5.778125
2.861,7.964063
2.871,10.27656
2.881,12.53281
2.891,14.375
2.901,15.25156
2.911,16.94531
2.921,17.51094
2.931,17.70469
2.941,18.37344
2.951,18.54844
2.961,18.36875
2.971,18.87969
2.981,17.65
2.991,17.16094
3.001,17.09219
3.011,16.18125
3.021,15.65469
3.031,15.08125
3.041,14.20469
3.051,13.92031
3.061,13.6375
3.071,12.94844
3.081,11.5375
3.091,11.04063
3.101,9.98125
3.111,8.970313
3.121,7.982813
3.131,7.045313
3.141,6.198438
3.151,5.114063
3.161,4.676563
3.171,3.773438
3.181,2.571875
3.191,0.790625
3.201,-0.8765625
3.211,-2.54375
3.221,-4.146875
3.231,-5.698438
3.241,-6.634375
3.251,-6.857813
3.261,-7.528125
3.271,1.4625
3.281,-1.575
3.291,0.1078125
3.301,-0.4328125
3.311,-0.6515625
3.321,-1.073438
3.331,-0.9640625
3.341,-0.509375
3.351,-0.240625
3.361,0.4265625
3.371,0.35
3.381,0.2859375
3.391,0.3625
3.401,0.2234375
3.411,0.0140625
3.421,-0.203125
3.431,0.3453125
3.441,0.9703125
3.451,1.179688
3.461,1.56875
3.471,1.8625
3.481,1.890625
3.491,1.498438
3.501,1.603125
3.511,1.960938
3.521,5.751563
3.531,3.884375
3.541,1.939063
3.551,1.773438
3.561,0.28125
3.571,-0.978125
3.581,-2.467188
3.591,-3.865625
3.601,-4.590625
3.611,0.3421875
3.621,-1.04375
3.631,-0.659375
3.641,-0.4125
3.651,-0.4390625
3.661,-0.1125
3.671,-0.1640625
3.681,0.2140625
3.691,0.4140625
3.701,-0.021875
3.711,-0.60625
