Interval=	0.001 s
ExcelDateTime=	4.5363578005625481e+004	3/12/2024 13:52:19.686042
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1
Range=	10.000 V
UnitName=	L/min
TopValue=	50.00
BottomValue=	-50.00
0	0.165625
0.001	-0.4671875
0.002	-0.9921875
0.003	-1.06875
0.004	-0.7515625
0.005	-0.296875
0.006	0.175
0.007	0.6390625
0.008	0.903125
0.009	0.70625
0.01	0.1015625
0.011	-0.521875
0.012	-0.79375
0.013	-0.6125
0.014	-0.1390625
0.015	0.3859375
0.016	0.7765625
0.017	0.8296875
0.018	0.3515625
0.019	-0.490625
0.02	-1.13125
0.021	-1.154688
0.022	-0.6328125
0.023	0.0578125
0.024	0.565625
0.025	0.7828125
0.026	0.7734375
0.027	0.5375
0.028	0.13125
0.029	-0.175
0.03	-0.1390625
0.031	0.14375
0.032	0.4
0.033	0.5
0.034	0.5171875
0.035	0.509375
0.036	0.3671875
0.037	0.0265625
0.038	-0.3203125
0.039	-0.4125
0.04	-0.2171875
0.041	0.103125
0.042	0.384375
0.043	0.5796875
0.044	0.678125
0.045	0.6046875
0.046	0.334375
0.047	0.0390625
0.048	-0.0796875
0.049	0.034375
0.05	0.2921875
0.051	0.5109375
0.052	0.584375
0.053	0.5640625
0.054	0.459375
0.055	0.1828125
0.056	-0.240625
0.057	-0.59375
0.058	-0.6703125
0.059	-0.4484375
0.06	-0.0828125
0.061	0.2640625
0.062	0.53125
0.063	0.6359375
0.064	0.4390625
0.065	-0.0453125
0.066	-0.525
0.067	-0.64375
0.068	-0.3046875
0.069	0.23125
0.07	0.6265625
0.071	0.771875
0.072	0.6890625
0.073	0.3859375
0.074	-0.0515625
0.075	-0.4140625
0.076	-0.5578125
0.077	-0.4703125
0.078	-0.1546875
0.079	0.3671875
0.08	0.978125
0.081	1.459375
0.082	1.520313
0.083	1.028125
0.084	0.2
0.085	-0.53125
0.086	-0.8109375
0.087	-0.5546875
0.088	0.0046875
0.089	0.53125
0.09	0.7734375
0.091	0.571875
0.092	-0.0390625
0.093	-0.6953125
0.094	-0.928125
0.095	-0.590625
0.096	0.0484375
0.097	0.63125
0.098	0.96875
0.099	0.95625
0.1	0.49375
0.101	-0.3328125
0.102	-1.101563
0.103	-1.357813
0.104	-1.015625
0.105	-0.33125
0.106	0.3625
0.107	0.8359375
0.108	0.9421875
0.109	0.5859375
0.11	-0.071875
0.111	-0.578125
0.112	-0.596875
0.113	-0.21875
0.114	0.2140625
0.115	0.475
0.116	0.5765625
0.117	0.5875
0.118	0.434375
0.119	0.0515625
0.12	-0.353125
0.121	-0.434375
0.122	-0.1328125
0.123	0.2640625
0.124	0.50625
0.125	0.640625
0.126	0.725
0.127	0.603125
0.128	0.190625
0.129	-0.2875
0.13	-0.5171875
0.131	-0.4296875
0.132	-0.2234375
0.133	-0.1046875
0.134	-0.0421875
0.135	0.10625
0.136	0.2125
0.137	-0.078125
0.138	-0.7859375
0.139	-1.34375
0.14	-1.234375
0.141	-0.6
0.142	0
0.143	0.225
0.144	0.15
0.145	-0.040625
0.146	-0.3
0.147	-0.603125
0.148	-0.796875
0.149	-0.73125
0.15	-0.471875
0.151	-0.265625
0.152	-0.228125
0.153	-0.2171875
0.154	-0.1796875
