Interval=	0.001 s
ExcelDateTime=	4.5363517375092233e+004	3/12/2024 12:25:01.207969
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1
Range=	10.000 V
UnitName=	L/min
TopValue=	50.00
BottomValue=	-50.00
0	-0.384375
0.001	-0.840625
0.002	-0.884375
0.003	-0.646875
0.004	-0.446875
0.005	-0.4296875
0.006	-0.4671875
0.007	-0.4296875
0.008	-0.38125
0.009	-0.4203125
0.01	-0.5328125
0.011	-0.6953125
0.012	-0.8296875
0.013	-0.7640625
0.014	-0.434375
0.015	0.00625
0.016	0.2640625
0.017	0.1234375
0.018	-0.2734375
0.019	-0.5640625
0.02	-0.5578125
0.021	-0.3390625
0.022	-0.0734375
0.023	0.171875
0.024	0.4359375
0.025	0.65625
0.026	0.6171875
0.027	0.2484375
0.028	-0.2078125
0.029	-0.4515625
0.03	-0.39375
0.031	-0.1359375
0.032	0.184375
0.033	0.478125
0.034	0.6390625
0.035	0.5421875
0.036	0.215625
0.037	-0.125
0.038	-0.2921875
0.039	-0.2484375
0.04	-0.0640625
0.041	0.178125
0.042	0.4390625
0.043	0.6171875
0.044	0.5390625
0.045	0.1703125
0.046	-0.2578125
0.047	-0.4640625
0.048	-0.3984375
0.049	-0.2125
0.05	-0.025
0.051	0.1703125
0.052	0.3375
0.053	0.296875
0.054	-0.0421875
0.055	-0.478125
0.056	-0.703125
0.057	-0.6046875
0.058	-0.2921875
0.059	0.0671875
0.06	0.3765625
0.061	0.5859375
0.062	0.5828125
0.063	0.275
0.064	-0.1828125
0.065	-0.4953125
0.066	-0.51875
0.067	-0.3234375
0.068	-0.0203125
0.069	0.3171875
0.07	0.590625
0.071	0.625
0.072	0.3359375
0.073	-0.1234375
0.074	-0.478125
0.075	-0.559375
0.076	-0.3734375
0.077	-0.0703125
0.078	0.221875
0.079	0.4734375
0.08	0.5859375
0.081	0.3921875
0.082	-0.0484375
0.083	-0.421875
0.084	-0.4765625
0.085	-0.1953125
0.086	0.284375
0.087	0.7375
0.088	0.9609375
0.089	0.8390625
0.09	0.3734375
0.091	-0.2484375
0.092	-0.678125
0.093	-0.690625
0.094	-0.384375
0.095	-0.0234375
0.096	0.2109375
0.097	0.3375
0.098	0.41875
0.099	0.375
0.1	0.1234375
0.101	-0.19375
0.102	-0.3546875
0.103	-0.303125
0.104	-0.1125
0.105	0.1390625
0.106	0.3859375
0.107	0.521875
0.108	0.4125
0.109	0.0703125
0.11	-0.30625
0.111	-0.528125
0.112	-0.5390625
0.113	-0.359375
0.114	-0.05625
0.115	0.2453125
0.116	0.34375
0.117	0.0390625
0.118	-0.6015625
0.119	-1.151563
0.12	-1.204688
0.121	-0.7609375
0.122	-0.1515625
0.123	0.3390625
0.124	0.6640625
0.125	0.828125
0.126	0.7078125
0.127	0.2765625
0.128	-0.18125
0.129	-0.3109375
0.13	-0.0734375
0.131	0.2140625
0.132	0.2703125
0.133	0.1859375
0.134	0.1546875
0.135	0.078125
0.136	-0.2109375
0.137	-0.5828125
0.138	-0.75625
0.139	-0.615625
0.14	-0.278125
0.141	0.0640625
0.142	0.3234375
0.143	0.515625
0.144	0.5625
0.145	0.3125
0.146	-0.1609375
0.147	-0.525
0.148	-0.50625
0.149	-0.115625
0.15	0.3734375
0.151	0.70625
0.152	0.8125
0.153	0.6671875
0.154	0.284375
0.155	-0.1640625
0.156	-0.4234375
0.157	-0.4015625
0.158	-0.2015625
0.159	0.0421875
0.16	0.3109375
0.161	0.6359375
0.162	0.88125
0.163	0.778125
0.164	0.3203125
0.165	-0.1421875
0.166	-0.3109375
0.167	-0.20625
0.168	0.0140625
0.169	0.275
0.17	0.5421875
0.171	0.7046875
0.172	0.6234375
0.173	0.3375
0.174	0.0890625
0.175	0.025
0.176	0.0796875
0.177	0.1703125
0.178	0.3296875
0.179	0.578125
0.18	0.74375
0.181	0.56875
0.182	0.0484375
0.183	-0.48125
0.184	-0.6953125
0.185	-0.528125
0.186	-0.090625
0.187	0.4234375
0.188	0.7953125
0.189	0.85625
0.19	0.5546875
0.191	0.0203125
0.192	-0.4328125
0.193	-0.5578125
0.194	-0.3578125
0.195	-0.003125
0.196	0.34375
0.197	0.6390625
0.198	0.828125
0.199	0.7375
0.2	0.3078125
0.201	-0.2140625
0.202	-0.496875
0.203	-0.4671875
0.204	-0.2765625
0.205	-0.0625
0.206	0.1671875
0.207	0.38125
0.208	0.415625
0.209	0.15625
0.21	-0.253125
0.211	-0.5265625
0.212	-0.4984375
0.213	-0.228125
0.214	0.115625
0.215	0.4
0.216	0.54375
0.217	0.4515625
0.218	0.1109375
0.219	-0.290625
0.22	-0.50625
0.221	-0.453125
0.222	-0.1984375
0.223	0.146875
0.224	0.4671875
0.225	0.6359375
0.226	0.525
0.227	0.1515625
0.228	-0.2359375
0.229	-0.3734375
0.23	-0.228125
0.231	0.0234375
0.232	0.178125
0.233	0.1671875
0.234	0.078125
0.235	-0.01875
0.236	-0.1671875
0.237	-0.3703125
0.238	-0.5015625
0.239	-0.4796875
0.24	-0.3921875
0.241	-0.3453125
0.242	-0.2625
0.243	-0.0484375
0.244	0.1375
0.245	0.0453125
0.246	-0.2765625
0.247	-0.5390625
0.248	-0.5640625
0.249	-0.3765625
0.25	-0.0734375
0.251	0.2703125
0.252	0.6078125
0.253	0.8
0.254	0.6375
0.255	0.1578125
0.256	-0.2578125
0.257	-0.2828125
0.258	0.01875
0.259	0.3734375
0.26	0.6109375
0.261	0.6890625
0.262	0.521875
0.263	0.0859375
0.264	-0.3828125
0.265	-0.5703125
0.266	-0.4328125
0.267	-0.1484375
0.268	0.1171875
0.269	0.325
0.27	0.490625
0.271	0.55
0.272	0.36875
0.273	-0.03125
0.274	-0.4140625
0.275	-0.5375
0.276	-0.346875
0.277	0.034375
0.278	0.4171875
0.279	0.665625
0.28	0.690625
0.281	0.4765625
0.282	0.14375
0.283	-0.1203125
0.284	-0.2203125
0.285	-0.1640625
0.286	-0.009375
0.287	0.1671875
0.288	0.26875
0.289	0.1890625
0.29	-0.1078125
0.291	-0.4828125
0.292	-0.696875
0.293	-0.609375
0.294	-0.24375
0.295	0.2296875
0.296	0.59375
0.297	0.746875
0.298	0.7125
0.299	0.5203125
0.3	0.2546875
0.301	0.078125
0.302	0.0671875
0.303	0.1453125
0.304	0.228125
0.305	0.35
0.306	0.6
0.307	0.91875
0.308	1.05
0.309	0.8015625
0.31	0.2984375
0.311	-0.1375
0.312	-0.2828125
0.313	-0.1390625
0.314	0.146875
0.315	0.4390625
0.316	0.6390625
0.317	0.6140625
0.318	0.3046875
0.319	-0.1046875
0.32	-0.29375
0.321	-0.125
0.322	0.2140625
0.323	0.4609375
0.324	0.553125
0.325	0.55625
0.326	0.446875
0.327	0.159375
0.328	-0.2
0.329	-0.434375
0.33	-0.4828125
0.331	-0.503125
0.332	-0.634375
0.333	-0.753125
0.334	-0.63125
0.335	-0.3265625
0.336	-0.153125
0.337	-0.2171875
0.338	-0.2734375
0.339	-0.0859375
0.34	0.2515625
0.341	0.4796875
0.342	0.540625
0.343	0.584375
0.344	0.7
0.345	0.821875
0.346	0.8453125
0.347	0.6984375
0.348	0.4375
0.349	0.2046875
0.35	0.0609375
0.351	-0.0109375
0.352	0.0265625
0.353	0.1546875
0.354	0.1578125
0.355	-0.1328125
0.356	-0.6125
0.357	-1.01875
0.358	-1.109375
0.359	-0.775
0.36	-0.1640625
0.361	0.39375
0.362	0.565625
0.363	0.24375
0.364	-0.3171875
0.365	-0.6953125
0.366	-0.6984375
0.367	-0.4125
0.368	-0.0046875
0.369	0.425
0.37	0.8703125
0.371	1.229688
0.372	1.19375
0.373	0.6359375
0.374	-0.0375
0.375	-0.3109375
0.376	-0.146875
0.377	0.0703125
0.378	0.1
0.379	0.0578125
0.38	0.0328125
0.381	-0.134375
0.382	-0.5140625
0.383	-0.8734375
0.384	-0.94375
0.385	-0.684375
0.386	-0.2484375
0.387	0.1453125
0.388	0.3765625
0.389	0.4375
0.39	0.309375
0.391	0.009375
0.392	-0.29375
0.393	-0.3921875
0.394	-0.221875
0.395	0.1125
0.396	0.46875
0.397	0.7578125
0.398	0.8953125
0.399	0.7375
0.4	0.30625
0.401	-0.084375
0.402	-0.159375
0.403	-0.0078125
0.404	0.128125
0.405	0.171875
0.406	0.240625
0.407	0.40625
0.408	0.475
0.409	0.2234375
0.41	-0.2171875
0.411	-0.484375
0.412	-0.3953125
0.413	-0.0171875
0.414	0.46875
0.415	0.8328125
0.416	0.9140625
0.417	0.75
0.418	0.4765625
0.419	0.190625
0.42	-0.0265625
0.421	-0.1171875
0.422	-0.0796875
0.423	0.0390625
0.424	0.228125
0.425	0.4734375
0.426	0.615625
0.427	0.421875
0.428	-0.0765625
0.429	-0.5375
0.43	-0.6421875
0.431	-0.3375
0.432	0.2109375
0.433	0.728125
0.434	0.9921875
0.435	0.90625
0.436	0.503125
0.437	-0.05
0.438	-0.5140625
0.439	-0.7015625
0.44	-0.5578125
0.441	-0.2
0.442	0.159375
0.443	0.3078125
0.444	0.128125
0.445	-0.3140625
0.446	-0.7515625
0.447	-0.9109375
0.448	-0.7359375
0.449	-0.3890625
0.45	-0.090625
0.451	0.075
0.452	0.1875
0.453	0.2640625
0.454	0.1734375
0.455	-0.1125
0.456	-0.4109375
0.457	-0.55
0.458	-0.496875
0.459	-0.3171875
0.46	-0.1046875
0.461	0.01875
0.462	-0.05625
0.463	-0.3203125
0.464	-0.6109375
0.465	-0.75
0.466	-0.671875
0.467	-0.4296875
0.468	-0.1296875
0.469	0.1390625
0.47	0.3609375
0.471	0.490625
0.472	0.415625
0.473	0.146875
0.474	-0.0890625
0.475	-0.1328125
0.476	-0.0484375
0.477	0.0625
0.478	0.2046875
0.479	0.415625
0.48	0.634375
0.481	0.675
0.482	0.4171875
0.483	0.003125
0.484	-0.265625
0.485	-0.246875
0.486	-0.0390625
0.487	0.203125
0.488	0.4125
0.489	0.5328125
0.49	0.41875
0.491	-0.0234375
0.492	-0.590625
0.493	-0.89375
0.494	-0.7515625
0.495	-0.3046875
0.496	0.196875
0.497	0.578125
0.498	0.709375
0.499	0.4859375
0.5	-0.0234375
0.501	-0.5265625
0.502	-0.7359375
0.503	-0.6109375
0.504	-0.3484375
0.505	-0.1359375
0.506	0.0421875
0.507	0.2609375
0.508	0.4140625
0.509	0.328125
0.51	0.025
0.511	-0.2890625
0.512	-0.4203125
0.513	-0.3140625
0.514	-0.0640625
0.515	0.1546875
0.516	0.178125
0.517	-0.0328125
0.518	-0.3109375
0.519	-0.434375
0.52	-0.378125
0.521	-0.278125
0.522	-0.1984375
0.523	-0.0828125
0.524	0.1546875
0.525	0.4765625
0.526	0.640625
0.527	0.4328125
