Interval=	0.001 s
ExcelDateTime=	4.5363519393574592e+004	3/12/2024 12:27:55.604845
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1
Range=	10.000 V
UnitName=	L/min
TopValue=	50.00
BottomValue=	-50.00
0	0.0265625
0.001	0.25625
0.002	0.2328125
0.003	-0.0984375
0.004	-0.484375
0.005	-0.6359375
0.006	-0.5203125
0.007	-0.3296875
0.008	-0.1984375
0.009	-0.05
0.01	0.225
0.011	0.5109375
0.012	0.5828125
0.013	0.378125
0.014	0.0453125
0.015	-0.228125
0.016	-0.3328125
0.017	-0.2328125
0.018	0.05625
0.019	0.403125
0.02	0.5609375
0.021	0.3703125
0.022	-0.059375
0.023	-0.4453125
0.024	-0.5734375
0.025	-0.428125
0.026	-0.128125
0.027	0.19375
0.028	0.4296875
0.029	0.425
0.03	0.0984375
0.031	-0.3796875
0.032	-0.7015625
0.033	-0.7046875
0.034	-0.4390625
0.035	-0.04375
0.036	0.3484375
0.037	0.625
0.038	0.6453125
0.039	0.2984375
0.04	-0.2921875
0.041	-0.790625
0.042	-0.925
0.043	-0.678125
0.044	-0.2453125
0.045	0.1859375
0.046	0.5328125
0.047	0.728125
0.048	0.6515625
0.049	0.3078125
0.05	-0.0890625
0.051	-0.271875
0.052	-0.159375
0.053	0.0953125
0.054	0.2796875
0.055	0.328125
0.056	0.271875
0.057	0.171875
0.058	0.1140625
0.059	0.1140625
0.06	0.1171875
0.061	0.1328125
0.062	0.1734375
0.063	0.21875
0.064	0.3015625
0.065	0.428125
0.066	0.4703125
0.067	0.3109375
0.068	0.0203125
0.069	-0.20625
0.07	-0.2421875
0.071	-0.109375
0.072	0.0953125
0.073	0.321875
0.074	0.5203125
0.075	0.54375
0.076	0.3015625
0.077	-0.059375
0.078	-0.284375
0.079	-0.265625
0.08	-0.103125
0.081	0.0578125
0.082	0.215625
0.083	0.375
0.084	0.375
0.085	0.0859375
0.086	-0.29375
0.087	-0.4140625
0.088	-0.16875
0.089	0.24375
0.09	0.571875
0.091	0.7546875
0.092	0.834375
0.093	0.734375
0.094	0.34375
0.095	-0.20625
0.096	-0.590625
0.097	-0.5984375
0.098	-0.296875
0.099	0.1109375
0.1	0.4734375
0.101	0.6765625
0.102	0.584375
0.103	0.2015625
0.104	-0.253125
0.105	-0.54375
0.106	-0.5875
0.107	-0.39375
0.108	-0.0296875
0.109	0.3453125
0.11	0.540625
0.111	0.440625
0.112	0.0765625
0.113	-0.353125
0.114	-0.6375
0.115	-0.7
0.116	-0.55
0.117	-0.1875
0.118	0.309375
0.119	0.665625
0.12	0.5828125
0.121	0.1015625
0.122	-0.4046875
0.123	-0.6046875
0.124	-0.446875
0.125	-0.1125
0.126	0.175
0.127	0.2765625
0.128	0.1625
0.129	-0.1203125
0.13	-0.4515625
0.131	-0.678125
0.132	-0.715625
0.133	-0.5671875
