Interval=	0.001 s
ExcelDateTime=	4.5391544393828830e+004	4/9/2024 13:03:55.626811
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1
Range=	10.000 V
UnitName=	L/min
TopValue=	50.00
BottomValue=	-50.00
0	-0.675
0.001	-0.59375
0.002	-0.2703125
0.003	0.0734375
0.004	0.3515625
0.005	0.5578125
0.006	0.621875
0.007	0.4375
0.008	0.0390625
0.009	-0.3375
0.01	-0.4234375
0.011	-0.14375
0.012	0.3203125
0.013	0.71875
0.014	0.9203125
0.015	0.915625
0.016	0.696875
0.017	0.275
0.018	-0.21875
0.019	-0.5625
0.02	-0.6046875
0.021	-0.359375
0.022	0.0375
0.023	0.45625
0.024	0.778125
0.025	0.8
0.026	0.3859375
0.027	-0.253125
0.028	-0.6640625
0.029	-0.571875
0.03	-0.065625
0.031	0.51875
0.032	0.85625
0.033	0.8515625
0.034	0.575
0.035	0.134375
0.036	-0.321875
0.037	-0.6140625
0.038	-0.63125
0.039	-0.4234375
0.04	-0.1484375
0.041	0.0734375
0.042	0.225
0.043	0.296875
0.044	0.2078125
0.045	-0.040625
0.046	-0.2796875
0.047	-0.3359375
0.048	-0.171875
0.049	0.13125
0.05	0.440625
0.051	0.65
0.052	0.6984375
0.053	0.575
0.054	0.3328125
0.055	0.053125
0.056	-0.1671875
0.057	-0.1984375
0.058	0.0109375
0.059	0.390625
0.06	0.78125
0.061	0.9609375
0.062	0.7546875
0.063	0.25
0.064	-0.2546875
0.065	-0.49375
0.066	-0.409375
0.067	-0.1375
0.068	0.1375
0.069	0.30625
0.07	0.290625
0.071	0.034375
0.072	-0.3625
0.073	-0.6484375
0.074	-0.653125
0.075	-0.4140625
0.076	-0.078125
0.077	0.2359375
0.078	0.484375
0.079	0.6109375
0.08	0.4796875
0.081	0.0640625
0.082	-0.421875
0.083	-0.6859375
0.084	-0.5625
0.085	-0.121875
0.086	0.365625
0.087	0.6390625
0.088	0.615625
0.089	0.346875
0.09	-0.03125
0.091	-0.3453125
0.092	-0.45625
0.093	-0.3140625
0.094	-0.034375
0.095	0.2015625
0.096	0.3421875
0.097	0.38125
0.098	0.2109375
0.099	-0.2
0.1	-0.6109375
0.101	-0.709375
0.102	-0.4359375
0.103	-0.0265625
0.104	0.24375
0.105	0.3421875
0.106	0.3671875
0.107	0.2796875
0.108	-0.009375
0.109	-0.3390625
0.11	-0.41875
0.111	-0.1875
0.112	0.1234375
0.113	0.28125
0.114	0.2546875
0.115	0.1484375
0.116	0.0390625
0.117	-0.0875
0.118	-0.228125
0.119	-0.3109375
0.12	-0.2625
0.121	-0.071875
0.122	0.178125
0.123	0.3546875
0.124	0.3828125
0.125	0.2890625
0.126	0.115625
0.127	-0.1140625
0.128	-0.3515625
0.129	-0.475
0.13	-0.3875
0.131	-0.13125
0.132	0.203125
0.133	0.5546875
0.134	0.73125
0.135	0.4921875
0.136	-0.0703125
0.137	-0.55
0.138	-0.6703125
0.139	-0.4953125
0.14	-0.23125
0.141	0.0546875
0.142	0.36875
0.143	0.5578125
0.144	0.38125
0.145	-0.1109375
0.146	-0.5859375
0.147	-0.7796875
0.148	-0.6421875
0.149	-0.296875
0.15	0.0546875
0.151	0.29375
0.152	0.396875
0.153	0.3125
0.154	0.059375
0.155	-0.1703125
0.156	-0.2328125
0.157	-0.1734375
0.158	-0.05625
0.159	0.159375
0.16	0.4734375
0.161	0.728125
0.162	0.6984375
0.163	0.34375
0.164	-0.134375
0.165	-0.4671875
0.166	-0.4734375
0.167	-0.11875
0.168	0.4484375
0.169	0.959375
0.17	1.175
0.171	0.946875
0.172	0.3484375
0.173	-0.2828125
0.174	-0.58125
0.175	-0.4765625
0.176	-0.190625
0.177	0.0578125
0.178	0.2640625
0.179	0.4578125
0.18	0.465625
0.181	0.1078125
0.182	-0.446875
0.183	-0.7796875
0.184	-0.6703125
0.185	-0.290625
0.186	0.05625
0.187	0.2390625
0.188	0.284375
0.189	0.1953125
0.19	-0.0765625
0.191	-0.4890625
0.192	-0.8421875
0.193	-0.8875
0.194	-0.5171875
0.195	0.090625
0.196	0.59375
0.197	0.7765625
0.198	0.615625
0.199	0.2015625
0.2	-0.2875
0.201	-0.621875
0.202	-0.628125
0.203	-0.278125
0.204	0.26875
0.205	0.75
0.206	0.9578125
0.207	0.8015625
0.208	0.3328125
0.209	-0.221875
0.21	-0.5859375
0.211	-0.621875
0.212	-0.3859375
0.213	-0.0421875
0.214	0.2796875
0.215	0.5265625
0.216	0.58125
0.217	0.296875
0.218	-0.2140625
0.219	-0.621875
0.22	-0.709375
0.221	-0.490625
0.222	-0.1296875
0.223	0.1890625
0.224	0.3609375
0.225	0.309375
0.226	0.0125
