Interval=	0.001 s
ExcelDateTime=	4.5391587184183321e+004	4/9/2024 14:05:32.713439
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1
Range=	10.000 V
UnitName=	L/min
TopValue=	50.00
BottomValue=	-50.00
0	0.59375
0.001	0.59375
0.002	0.153125
0.003	-0.453125
0.004	-0.78125
0.005	-0.65625
0.006	-0.2703125
0.007	0.0640625
0.008	0.1796875
0.009	0.1203125
0.01	-0.0046875
0.011	-0.1625
0.012	-0.3671875
0.013	-0.6140625
0.014	-0.7953125
0.015	-0.7
0.016	-0.2734375
0.017	0.2484375
0.018	0.5875
0.019	0.6109375
0.02	0.303125
0.021	-0.2015625
0.022	-0.6453125
0.023	-0.7859375
0.024	-0.5515625
0.025	-0.1
0.026	0.35
0.027	0.678125
0.028	0.784375
0.029	0.534375
0.03	-0.0171875
0.031	-0.534375
0.032	-0.678125
0.033	-0.40625
0.034	0.06875
0.035	0.55625
0.036	0.9703125
0.037	1.134375
0.038	0.8296875
0.039	0.159375
0.04	-0.375
0.041	-0.3953125
0.042	-0.03125
0.043	0.3296875
0.044	0.4765625
0.045	0.4703125
0.046	0.4484375
0.047	0.409375
0.048	0.2390625
0.049	-0.065625
0.05	-0.3046875
0.051	-0.2828125
0.052	-0.0484375
0.053	0.15
0.054	0.1625
0.055	0.046875
0.056	-0.125
0.057	-0.3296875
0.058	-0.4875
0.059	-0.453125
0.06	-0.1703125
0.061	0.2375
0.062	0.58125
0.063	0.778125
0.064	0.7765625
0.065	0.4984375
0.066	-0.0015625
0.067	-0.4453125
0.068	-0.6078125
0.069	-0.5203125
0.07	-0.3671875
0.071	-0.234375
0.072	-0.0203125
0.073	0.26875
0.074	0.3734375
0.075	0.109375
0.076	-0.303125
0.077	-0.50625
0.078	-0.3921875
0.079	-0.109375
0.08	0.146875
0.081	0.3171875
0.082	0.446875
0.083	0.5
0.084	0.321875
0.085	-0.0890625
0.086	-0.5078125
0.087	-0.7203125
0.088	-0.65625
0.089	-0.371875
0.09	0.0078125
0.091	0.3328125
0.092	0.434375
0.093	0.175
0.094	-0.35625
0.095	-0.79375
0.096	-0.809375
0.097	-0.40625
0.098	0.1515625
0.099	0.609375
0.1	0.8328125
0.101	0.721875
0.102	0.2828125
0.103	-0.240625
0.104	-0.5234375
0.105	-0.496875
0.106	-0.3421875
0.107	-0.171875
0.108	0.0765625
0.109	0.3828125
0.11	0.4953125
0.111	0.2109375
0.112	-0.29375
0.113	-0.625
0.114	-0.61875
0.115	-0.4046875
0.116	-0.1640625
0.117	0.0265625
0.118	0.165625
0.119	0.2140625
0.12	0.0796875
0.121	-0.2421875
0.122	-0.540625
0.123	-0.5375
0.124	-0.1859375
0.125	0.2765625
0.126	0.6296875
0.127	0.9015625
0.128	1.120313
0.129	1.075
0.13	0.5890625
0.131	-0.1375
0.132	-0.66875
0.133	-0.65625
0.134	-0.078125
0.135	0.69375
0.136	1.2125
0.137	1.23125
0.138	0.7203125
0.139	-0.0875
0.14	-0.7421875
0.141	-0.9078125
0.142	-0.621875
0.143	-0.1578125
0.144	0.2609375
0.145	0.5734375
0.146	0.7109375
0.147	0.528125
0.148	0.0484375
0.149	-0.409375
0.15	-0.5375
0.151	-0.315625
0.152	0.0421875
0.153	0.29375
0.154	0.3578125
0.155	0.3
0.156	0.1640625
0.157	-0.0421875
0.158	-0.271875
0.159	-0.4359375
0.16	-0.41875
0.161	-0.16875
0.162	0.2015625
0.163	0.5125
0.164	0.6359375
0.165	0.490625
0.166	0.0890625
0.167	-0.3609375
0.168	-0.5796875
0.169	-0.4546875
0.17	-0.1046875
0.171	0.2890625
0.172	0.640625
0.173	0.9
0.174	0.9015625
0.175	0.528125
0.176	-0.0375
0.177	-0.434375
0.178	-0.4671875
0.179	-0.2125
0.18	0.18125
0.181	0.6015625
0.182	0.89375
0.183	0.8203125
0.184	0.3203125
0.185	-0.253125
0.186	-0.3984375
0.187	0.0171875
0.188	0.5875
0.189	0.846875
0.19	0.7375
0.191	0.496875
0.192	0.259375
0.193	-0.0140625
0.194	-0.3234375
0.195	-0.5484375
0.196	-0.5484375
0.197	-0.259375
0.198	0.203125
0.199	0.58125
0.2	0.6796875
0.201	0.478125
0.202	0.096875
0.203	-0.29375
0.204	-0.5359375
0.205	-0.553125
0.206	-0.3453125
0.207	0.0125
0.208	0.4265625
0.209	0.8390625
0.21	1.082813
0.211	0.890625
0.212	0.26875
0.213	-0.371875
0.214	-0.65
0.215	-0.571875
0.216	-0.3765625
0.217	-0.15625
0.218	0.1421875
0.219	0.403125
0.22	0.346875
0.221	-0.0265625
0.222	-0.35
0.223	-0.3453125
0.224	-0.0921875
0.225	0.1703125
0.226	0.2828125
0.227	0.259375
0.228	0.175
0.229	0.021875
0.23	-0.2421875
0.231	-0.54375
0.232	-0.7046875
0.233	-0.54375
0.234	-0.0484375
0.235	0.528125
0.236	0.8546875
0.237	0.8
0.238	0.4625
0.239	0.0578125
0.24	-0.184375
0.241	-0.1703125
0.242	0.015625
0.243	0.25625
0.244	0.4984375
0.245	0.7015625
0.246	0.7390625
0.247	0.4578125
0.248	-0.1140625
0.249	-0.7140625
0.25	-1.05625
0.251	-0.9953125
0.252	-0.5921875
0.253	-0.046875
0.254	0.4265625
0.255	0.6875
0.256	0.70625
0.257	0.6078125
0.258	0.50625
0.259	0.3640625
0.26	0.165625
0.261	0.009375
0.262	-0.0390625
0.263	0.01875
0.264	0.13125
0.265	0.1453125
0.266	-0.1046875
0.267	-0.553125
0.268	-0.8890625
0.269	-0.834375
0.27	-0.390625
0.271	0.175
0.272	0.5859375
0.273	0.7703125
0.274	0.7375
0.275	0.43125
