Interval=	0.001 s
ExcelDateTime=	4.5391564669694184e+004	4/9/2024 13:33:07.461577
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1
Range=	10.000 V
UnitName=	L/min
TopValue=	50.00
BottomValue=	-50.00
0	-0.5703125
0.001	-0.15625
0.002	0.38125
0.003	0.828125
0.004	1.051563
0.005	0.9890625
0.006	0.665625
0.007	0.2296875
0.008	-0.0953125
0.009	-0.1453125
0.01	0.0640625
0.011	0.378125
0.012	0.659375
0.013	0.8234375
0.014	0.7390625
0.015	0.3328125
0.016	-0.1875
0.017	-0.4828125
0.018	-0.421875
0.019	-0.140625
0.02	0.1828125
0.021	0.5046875
0.022	0.828125
0.023	1.009375
0.024	0.821875
0.025	0.2875
0.026	-0.246875
0.027	-0.446875
0.028	-0.30625
0.029	-0.06875
0.03	0.0765625
0.031	0.128125
0.032	0.1140625
0.033	-0.0203125
0.034	-0.2796875
0.035	-0.5578125
0.036	-0.6921875
0.037	-0.5546875
0.038	-0.1421875
0.039	0.3640625
0.04	0.7203125
0.041	0.775
0.042	0.521875
0.043	0.075
0.044	-0.3671875
0.045	-0.5875
0.046	-0.4765625
0.047	-0.1109375
0.048	0.3390625
0.049	0.7578125
0.05	0.984375
0.051	0.775
0.052	0.15625
0.053	-0.4671875
0.054	-0.7328125
0.055	-0.6265625
0.056	-0.303125
0.057	0.121875
0.058	0.5359375
0.059	0.7359375
0.06	0.5265625
0.061	-0.028125
0.062	-0.58125
0.063	-0.8140625
0.064	-0.690625
0.065	-0.3796875
0.066	-0.0515625
0.067	0.24375
0.068	0.490625
0.069	0.5484375
0.07	0.29375
0.071	-0.103125
0.072	-0.25625
0.073	0.0125
0.074	0.46875
0.075	0.765625
0.076	0.8578125
0.077	0.9125
0.078	0.8984375
0.079	0.6203125
0.08	0.128125
0.081	-0.2453125
0.082	-0.2671875
0.083	-0.0234375
0.084	0.275
0.085	0.5078125
0.086	0.584375
0.087	0.3859375
0.088	-0.05
0.089	-0.471875
0.09	-0.6359375
0.091	-0.5015625
0.092	-0.190625
0.093	0.1609375
0.094	0.5046875
0.095	0.7703125
0.096	0.7859375
0.097	0.459375
0.098	-0.028125
0.099	-0.359375
0.1	-0.378125
0.101	-0.1703125
0.102	0.0859375
0.103	0.2828125
0.104	0.3828125
0.105	0.3296875
0.106	0.075
0.107	-0.2890625
0.108	-0.5703125
0.109	-0.6125
0.11	-0.3703125
0.111	0.0453125
0.112	0.41875
0.113	0.6046875
0.114	0.5578125
0.115	0.2796875
0.116	-0.146875
0.117	-0.528125
0.118	-0.6609375
0.119	-0.4609375
0.12	-0.0390625
0.121	0.4046875
0.122	0.7265625
0.123	0.809375
0.124	0.546875
0.125	0.05
0.126	-0.3578125
0.127	-0.45625
0.128	-0.28125
0.129	0.05
0.13	0.434375
0.131	0.690625
0.132	0.5875
0.133	0.0875
0.134	-0.5203125
0.135	-0.8453125
0.136	-0.71875
0.137	-0.275
0.138	0.19375
0.139	0.4421875
0.14	0.4515625
0.141	0.3375
0.142	0.1421875
0.143	-0.1578125
0.144	-0.48125
0.145	-0.6546875
0.146	-0.5671875
0.147	-0.259375
0.148	0.1359375
0.149	0.4859375
0.15	0.6890625
0.151	0.621875
0.152	0.2453125
0.153	-0.275
0.154	-0.640625
0.155	-0.640625
0.156	-0.2875
0.157	0.2296875
0.158	0.6875
0.159	0.8609375
0.16	0.596875
0.161	0.0109375
0.162	-0.55
0.163	-0.821875
0.164	-0.7765625
0.165	-0.5125
0.166	-0.14375
0.167	0.225
0.168	0.4609375
0.169	0.40625
0.17	0.0515625
0.171	-0.3609375
0.172	-0.5734375
0.173	-0.5375
0.174	-0.3203125
0.175	-0.03125
0.176	0.1796875
0.177	0.2140625
0.178	0.0734375
0.179	-0.1828125
0.18	-0.4609375
0.181	-0.63125
0.182	-0.575
0.183	-0.2625
0.184	0.1796875
0.185	0.5078125
0.186	0.5453125
0.187	0.3015625
0.188	-0.0890625
0.189	-0.4828125
0.19	-0.75
0.191	-0.75625
