Interval=	0.001 s
ExcelDateTime=	4.5391701776928989e+004	4/9/2024 16:50:33.526664
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1
Range=	10.000 V
UnitName=	L/min
TopValue=	50.00
BottomValue=	-50.00
0	0.28125
0.001	0.0640625
0.002	-0.203125
0.003	-0.4140625
0.004	-0.4328125
0.005	-0.209375
0.006	0.1640625
0.007	0.5078125
0.008	0.7015625
0.009	0.7109375
0.01	0.5203125
0.011	0.1546875
0.012	-0.3
0.013	-0.7421875
0.014	-0.984375
0.015	-0.803125
0.016	-0.2203125
0.017	0.4515625
0.018	0.8515625
0.019	0.7484375
0.02	0.2109375
0.021	-0.334375
0.022	-0.4703125
0.023	-0.1140625
0.024	0.4765625
0.025	0.928125
0.026	1.051563
0.027	0.9265625
0.028	0.6171875
0.029	0.128125
0.03	-0.40625
0.031	-0.8046875
0.032	-1.046875
0.033	-1.23125
0.034	-1.317188
0.035	-1.123438
0.036	-0.6234375
0.037	-0.121875
0.038	0.03125
0.039	-0.18125
0.04	-0.4640625
0.041	-0.5359375
0.042	-0.3421875
0.043	-0.0625
0.044	0.1296875
0.045	0.2203125
0.046	0.1953125
0.047	-0.0171875
0.048	-0.3984375
0.049	-0.8046875
0.05	-1.014063
0.051	-0.80625
0.052	-0.1796875
0.053	0.546875
0.054	0.990625
0.055	0.9234375
0.056	0.35
0.057	-0.409375
0.058	-0.8875
0.059	-0.875
0.06	-0.5171875
0.061	-0.0671875
0.062	0.3625
0.063	0.703125
0.064	0.759375
0.065	0.3734375
0.066	-0.2609375
0.067	-0.7203125
0.068	-0.7984375
0.069	-0.596875
0.07	-0.2390625
0.071	0.2359375
0.072	0.659375
0.073	0.734375
0.074	0.3765625
0.075	-0.184375
0.076	-0.63125
0.077	-0.7734375
0.078	-0.5671875
0.079	-0.1203125
0.08	0.3640625
0.081	0.678125
0.082	0.6890625
0.083	0.3765625
0.084	-0.128125
0.085	-0.590625
0.086	-0.7984375
0.087	-0.6421875
0.088	-0.1734375
0.089	0.4046875
0.09	0.8390625
0.091	0.9515625
0.092	0.7140625
0.093	0.2875
0.094	-0.0859375
0.095	-0.25625
0.096	-0.2171875
0.097	-0.028125
0.098	0.284375
0.099	0.665625
0.1	0.85625
0.101	0.5296875
0.102	-0.2328125
0.103	-0.8875
0.104	-0.984375
0.105	-0.603125
0.106	-0.1328125
0.107	0.14375
0.108	0.2078125
0.109	0.1640625
0.11	0.003125
0.111	-0.3625
0.112	-0.8234375
0.113	-1.065625
0.114	-0.8875
0.115	-0.4078125
0.116	0.084375
0.117	0.3890625
0.118	0.4546875
0.119	0.2921875
0.12	-0.0484375
