Interval=	0.001 s
ExcelDateTime=	4.5391506440341022e+004	4/9/2024 12:09:16.445464
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1
Range=	10.000 V
UnitName=	L/min
TopValue=	50.00
BottomValue=	-50.00
0	-0.128125
0.001	-0.703125
0.002	-1.139063
0.003	-1.092188
0.004	-0.553125
0.005	0.078125
0.006	0.3890625
0.007	0.3203125
0.008	0.0546875
0.009	-0.278125
0.01	-0.6125
0.011	-0.790625
0.012	-0.6390625
0.013	-0.2109375
0.014	0.225
0.015	0.4390625
0.016	0.359375
0.017	0.0390625
0.018	-0.371875
0.019	-0.6328125
0.02	-0.5890625
0.021	-0.2984375
0.022	0.0515625
0.023	0.346875
0.024	0.578125
0.025	0.7046875
0.026	0.6015625
0.027	0.2203125
0.028	-0.2609375
0.029	-0.584375
0.03	-0.5953125
0.031	-0.3078125
0.032	0.10625
0.033	0.44375
0.034	0.625
0.035	0.6125
0.036	0.353125
0.037	-0.1078125
0.038	-0.5703125
0.039	-0.7734375
0.04	-0.5828125
0.041	-0.0859375
0.042	0.484375
0.043	0.8734375
0.044	0.8984375
0.045	0.55625
0.046	0.059375
0.047	-0.2609375
0.048	-0.203125
0.049	0.1484375
0.05	0.534375
0.051	0.7796875
0.052	0.828125
0.053	0.5828125
0.054	0.021875
0.055	-0.584375
0.056	-0.878125
0.057	-0.765625
0.058	-0.4078125
0.059	0
0.06	0.3140625
0.061	0.421875
0.062	0.2609375
0.063	-0.1078125
0.064	-0.490625
0.065	-0.646875
0.066	-0.421875
0.067	0.096875
0.068	0.5921875
0.069	0.834375
0.07	0.8921875
0.071	0.9078125
0.072	0.79375
0.073	0.415625
0.074	-0.08125
0.075	-0.35625
0.076	-0.2140625
0.077	0.2015625
0.078	0.56875
0.079	0.6734375
0.08	0.5109375
0.081	0.1984375
0.082	-0.15625
0.083	-0.51875
0.084	-0.834375
0.085	-0.934375
0.086	-0.6765625
0.087	-0.1375
0.088	0.4421875
0.089	0.821875
0.09	0.8296875
0.091	0.4625
0.092	-0.0421875
0.093	-0.38125
0.094	-0.4296875
0.095	-0.24375
0.096	0.0703125
0.097	0.4
0.098	0.590625
0.099	0.48125
0.1	0.0921875
0.101	-0.315625
0.102	-0.4875
0.103	-0.36875
0.104	-0.0765625
0.105	0.215625
0.106	0.4046875
0.107	0.471875
0.108	0.375
0.109	0.034375
0.11	-0.4671875
0.111	-0.8390625
0.112	-0.834375
0.113	-0.446875
0.114	0.090625
0.115	0.50625
0.116	0.678125
0.117	0.5734375
0.118	0.2078125
0.119	-0.2921875
0.12	-0.6671875
0.121	-0.6859375
0.122	-0.309375
0.123	0.253125
0.124	0.7265625
0.125	0.940625
0.126	0.7765625
0.127	0.2328125
0.128	-0.4046875
0.129	-0.75
0.13	-0.6640625
0.131	-0.2890625
0.132	0.1453125
0.133	0.4984375
0.134	0.6828125
0.135	0.5703125
0.136	0.13125
0.137	-0.4015625
0.138	-0.7328125
0.139	-0.7484375
0.14	-0.553125
0.141	-0.3421875
0.142	-0.209375
0.143	-0.090625
0.144	0.0265625
0.145	0.0421875
0.146	-0.1046875
0.147	-0.3328125
0.148	-0.4734375
0.149	-0.3859375
0.15	-0.084375
0.151	0.259375
0.152	0.471875
0.153	0.4578125
0.154	0.23125
0.155	-0.0578125
0.156	-0.2375
0.157	-0.2734375
0.158	-0.19375
0.159	0.01875
0.16	0.3546875
0.161	0.7
0.162	0.8375
0.163	0.5734375
0.164	0
0.165	-0.5140625
0.166	-0.6890625
0.167	-0.5328125
0.168	-0.2140625
0.169	0.1484375
0.17	0.534375
0.171	0.834375
0.172	0.8171875
0.173	0.453125
0.174	0.0640625
0.175	-0.0609375
0.176	0.0578125
0.177	0.2453125
0.178	0.384375
0.179	0.5015625
0.18	0.659375
0.181	0.7328125
0.182	0.4921875
0.183	-0.0421875
0.184	-0.521875
0.185	-0.5921875
0.186	-0.240625
0.187	0.1890625
0.188	0.3484375
0.189	0.2015625
0.19	-0.046875
0.191	-0.2328125
0.192	-0.3359375
0.193	-0.36875
0.194	-0.3140625
0.195	-0.1515625
0.196	0.084375
0.197	0.359375
0.198	0.6125
0.199	0.64375
0.2	0.303125
0.201	-0.265625
0.202	-0.76875
0.203	-1.003125
0.204	-0.884375
0.205	-0.5171875
0.206	-0.1125
0.207	0.1890625
0.208	0.271875
0.209	0.059375
0.21	-0.284375
0.211	-0.446875
0.212	-0.3078125
0.213	0.0046875
0.214	0.2765625
0.215	0.3484375
0.216	0.1625
0.217	-0.2625
0.218	-0.7796875
0.219	-1.145313
0.22	-1.207813
0.221	-0.9875
0.222	-0.559375
0.223	-0.0375
0.224	0.3828125
0.225	0.55625
0.226	0.4859375
0.227	0.2453125
0.228	-0.109375
0.229	-0.4578125
0.23	-0.6328125
0.231	-0.6
0.232	-0.4609375
0.233	-0.228125
0.234	0.15
0.235	0.5484375
0.236	0.665625
0.237	0.3890625
0.238	-0.021875
0.239	-0.228125
0.24	-0.16875
0.241	-0.015625
0.242	0.134375
0.243	0.3296875
0.244	0.5328125
0.245	0.603125
0.246	0.5
0.247	0.296875
0.248	0.096875
0.249	-0.0015625
0.25	0.0578125
0.251	0.228125
0.252	0.40625
0.253	0.4875
0.254	0.353125
0.255	-0.046875
0.256	-0.5546875
0.257	-0.8875
0.258	-0.8578125
0.259	-0.4625
0.26	0.103125
0.261	0.5515625
0.262	0.703125
0.263	0.5375
0.264	0.10625
0.265	-0.4171875
0.266	-0.728125
0.267	-0.621875
0.268	-0.184375
0.269	0.3265625
0.27	0.7234375
0.271	0.890625
0.272	0.690625
0.273	0.1171875
0.274	-0.503125
0.275	-0.759375
0.276	-0.5578125
0.277	-0.140625
0.278	0.2265625
0.279	0.4796875
0.28	0.653125
0.281	0.6515625
0.282	0.35625
0.283	-0.1125
0.284	-0.4390625
0.285	-0.425
0.286	-0.0984375
0.287	0.3765625
0.288	0.7546875
0.289	0.853125
0.29	0.653125
0.291	0.24375
0.292	-0.259375
0.293	-0.68125
0.294	-0.784375
0.295	-0.4390625
0.296	0.18125
0.297	0.6953125
0.298	0.8453125
0.299	0.634375
0.3	0.2
0.301	-0.3171875
0.302	-0.7328125
0.303	-0.821875
0.304	-0.528125
0.305	-0.0234375
0.306	0.525
0.307	0.9953125
0.308	1.146875
0.309	0.80625
0.31	0.1890625
0.311	-0.2859375
0.312	-0.415625
0.313	-0.28125
0.314	-0.0234375
0.315	0.29375
0.316	0.5796875
0.317	0.6234375
0.318	0.284375
0.319	-0.24375
0.32	-0.6015625
0.321	-0.64375
0.322	-0.45625
0.323	-0.190625
0.324	0.015625
0.325	0.1140625
0.326	0.1203125
0.327	0
0.328	-0.2703125
0.329	-0.5921875
0.33	-0.7734375
0.331	-0.6578125
0.332	-0.265625
0.333	0.2015625
0.334	0.54375
0.335	0.63125
0.336	0.39375
0.337	-0.090625
0.338	-0.5828125
0.339	-0.83125
0.34	-0.7046875
0.341	-0.271875
0.342	0.2234375
0.343	0.5890625
0.344	0.7453125
0.345	0.625
0.346	0.253125
0.347	-0.1609375
0.348	-0.425
0.349	-0.575
0.35	-0.6640625
0.351	-0.5765625
0.352	-0.26875
0.353	-0.0171875
0.354	-0.134375
0.355	-0.553125
0.356	-0.8890625
0.357	-0.865625
0.358	-0.5140625
0.359	-0.0375
0.36	0.390625
0.361	0.7109375
0.362	0.8671875
0.363	0.753125
0.364	0.3453125
0.365	-0.1890625
0.366	-0.6046875
0.367	-0.728125
0.368	-0.521875
0.369	-0.125
0.37	0.2109375
0.371	0.303125
0.372	0.1484375
0.373	-0.134375
0.374	-0.40625
0.375	-0.553125
0.376	-0.4828125
0.377	-0.1796875
0.378	0.2984375
0.379	0.8640625
0.38	1.30625
0.381	1.279688
0.382	0.684375
0.383	-0.0734375
0.384	-0.4578125
0.385	-0.3328125
0.386	0.0171875
0.387	0.2421875
0.388	0.2234375
0.389	0.096875
0.39	-0.01875
0.391	-0.1671875
0.392	-0.3875
0.393	-0.58125
0.394	-0.615625
0.395	-0.4296875
0.396	-0.103125
0.397	0.2640625
0.398	0.6671875
0.399	1.004688
0.4	0.9640625
0.401	0.434375
0.402	-0.2828125
0.403	-0.7515625
0.404	-0.725
0.405	-0.3046875
0.406	0.146875
0.407	0.334375
0.408	0.234375
0.409	-0.003125
0.41	-0.1859375
0.411	-0.209375
0.412	-0.1140625
0.413	0.0375
0.414	0.2484375
0.415	0.5265625
0.416	0.834375
0.417	1.003125
0.418	0.8015625
0.419	0.2390625
0.42	-0.3640625
0.421	-0.6703125
0.422	-0.56875
0.423	-0.1734375
0.424	0.325
0.425	0.7484375
0.426	0.875
0.427	0.546875
0.428	-0.0984375
0.429	-0.68125
0.43	-0.896875
0.431	-0.7015625
0.432	-0.2640625
0.433	0.1875
0.434	0.4859375
0.435	0.525
0.436	0.2421875
0.437	-0.24375
0.438	-0.6453125
0.439	-0.7234375
0.44	-0.4375
0.441	0.009375
0.442	0.3078125
0.443	0.346875
0.444	0.2765625
0.445	0.1671875
0.446	-0.05
0.447	-0.3046875
0.448	-0.421875
0.449	-0.3265625
0.45	-0.06875
0.451	0.2484375
0.452	0.528125
0.453	0.6625
0.454	0.5203125
0.455	0.1296875
0.456	-0.2328125
0.457	-0.26875
0.458	0.0375
0.459	0.421875
0.46	0.65625
0.461	0.678125
0.462	0.484375
0.463	0.1
0.464	-0.3234375
0.465	-0.5921875
0.466	-0.6390625
0.467	-0.5203125
0.468	-0.3046875
0.469	-0.0578125
0.47	0.125
0.471	0.178125
0.472	0.071875
0.473	-0.1953125
0.474	-0.5171875
0.475	-0.684375
0.476	-0.5453125
0.477	-0.1703125
0.478	0.2078125
0.479	0.43125
0.48	0.4953125
0.481	0.36875
0.482	0.015625
0.483	-0.43125
0.484	-0.721875
0.485	-0.684375
0.486	-0.340625
0.487	0.115625
0.488	0.49375
0.489	0.6875
0.49	0.5625
0.491	0.090625
0.492	-0.4625
0.493	-0.7328125
0.494	-0.6296875
0.495	-0.371875
0.496	-0.1703125
0.497	0.0015625
0.498	0.253125
0.499	0.48125
0.5	0.43125
0.501	0.0625
0.502	-0.35
0.503	-0.496875
0.504	-0.3046875
0.505	0.0515625
0.506	0.3296875
0.507	0.44375
0.508	0.421875
0.509	0.2484375
0.51	-0.084375
0.511	-0.434375
0.512	-0.584375
0.513	-0.4296875
0.514	-0.0625
0.515	0.3265625
0.516	0.5953125
0.517	0.640625
0.518	0.4078125
0.519	0.021875
0.52	-0.290625
0.521	-0.3859375
0.522	-0.2140625
0.523	0.1609375
0.524	0.5640625
0.525	0.846875
0.526	0.925
0.527	0.6859375
0.528	0.109375
0.529	-0.5171875
0.53	-0.8203125
0.531	-0.734375
0.532	-0.4625
0.533	-0.1453125
0.534	0.20625
0.535	0.5109375
0.536	0.5640625
0.537	0.2625
0.538	-0.196875
0.539	-0.5015625
0.54	-0.528125
0.541	-0.3625
0.542	-0.125
0.543	0.1109375
0.544	0.275
0.545	0.225
0.546	-0.1484375
0.547	-0.6953125
0.548	-1.032813
0.549	-0.9078125
0.55	-0.378125
0.551	0.2625
0.552	0.7015625
0.553	0.809375
0.554	0.6609375
0.555	0.3578125
0.556	-0.021875
0.557	-0.3296875
0.558	-0.378125
0.559	-0.159375
0.56	0.153125
0.561	0.4375
0.562	0.64375
0.563	0.61875
0.564	0.2609375
0.565	-0.2296875
0.566	-0.5171875
0.567	-0.4515625
0.568	-0.1265625
0.569	0.2515625
0.57	0.5453125
0.571	0.7328125
0.572	0.75
0.573	0.4765625
0.574	-0.025
0.575	-0.45625
0.576	-0.565625
0.577	-0.3765625
0.578	-0.096875
0.579	0.115625
0.58	0.25
0.581	0.3203125
0.582	0.275
0.583	0.0703125
0.584	-0.2171875
0.585	-0.3703125
0.586	-0.1890625
0.587	0.2640625
0.588	0.6734375
0.589	0.7828125
0.59	0.575
0.591	0.196875
0.592	-0.175
0.593	-0.4203125
0.594	-0.453125
0.595	-0.221875
0.596	0.2015625
0.597	0.6375
0.598	0.928125
0.599	0.94375
0.6	0.596875
0.601	-0.003125
0.602	-0.5234375
0.603	-0.6984375
0.604	-0.540625
0.605	-0.2625
0.606	-0.021875
0.607	0.196875
0.608	0.3796875
