Time,Flow
1.28,-0.0828125
1.29,-0.0875
1.3,0.765625
1.31,0.7078125
1.32,-0.30625
1.33,0.1296875
1.34,-0.3953125
1.35,-0.8828125
1.36,-1.209375
1.37,-0.5609375
1.38,-0.03125
1.39,0.109375
1.4,0.703125
1.41,0.3578125
1.42,0.6921875
1.43,0.403125
1.44,-0.040625
1.45,-0.4640625
1.46,-0.4875
1.47,-0.4015625
1.48,-0.153125
1.49,0.5703125
1.5,0.084375
1.51,0.715625
1.52,0.8859375
