0,0.628125
0.001,0.290625
0.011,-0.178125
0.021,-0.3078125
0.031,-0.540625
0.041,-0.2359375
0.051,-0.5125
0.061,0.34375
0.071,-0.0640625
0.081,0.5765625
0.091,0.5875
0.101,0.6578125
0.111,-0.8078125
0.121,0.128125
0.131,-0.509375
0.141,-0.7984375
0.151,-0.55625
0.161,-0.4296875
0.171,0.58125
0.181,0.4671875
0.191,0.3453125
0.201,0.5875
0.211,0.271875
0.221,0.2984375
0.231,-0.91875
0.241,-0.93125
0.251,-0.815625
0.261,0.08125
0.271,0.125
0.281,0.7640625
0.291,0.5546875
0.301,-0.10625
0.311,0.1828125
0.321,-0.2421875
0.331,-0.846875
0.341,-0.9453125
0.351,-0.334375
0.361,0.3109375
0.371,0.8046875
0.381,0.8609375
0.391,1.328125
0.401,0.571875
0.411,-0.415625
0.421,-0.4046875
0.431,0.040625
0.441,-0.1
0.451,-0.0171875
0.461,0.2625
0.471,-0.3890625
0.481,0.365625
0.491,0.7359375
0.501,1.110938
0.511,0.2921875
0.521,-0.2203125
0.531,-0.3484375
0.541,-0.55625
0.551,-0.0828125
0.561,-0.075
0.571,0.421875
0.581,0.128125
0.591,0.2515625
0.601,0.4453125
0.611,0.25625
0.621,-0.253125
0.631,-0.5359375
0.641,-0.98125
0.651,-0.471875
0.661,-0.45625
0.671,-0.2765625
0.681,0.8359375
0.691,0.6859375
0.701,0.86875
0.711,-0.2625
0.721,-0.15
0.731,-0.440625
0.741,-0.4171875
0.751,-0.0328125
0.761,-0.053125
0.771,-0.240625
0.781,0.2015625
0.791,0.86875
0.801,0.48125
0.811,0.040625
0.821,0.11875
0.831,-0.6265625
0.841,-0.2109375
0.851,-0.271875
0.861,0.2125
0.871,-0.1234375
0.881,0.5734375
0.891,0.653125
0.901,0.9015625
0.911,0.765625
0.921,-0.0921875
0.931,-0.284375
0.941,-0.5828125
0.951,-0.9375
0.961,-0.534375
0.971,0.88125
0.981,0.425
0.991,0.453125
1.001,0.46875
1.011,0.79375
1.021,0.5609375
1.031,0.1125
1.041,-0.6578125
1.051,-0.3328125
1.061,0.1203125
1.071,-0.0328125
1.081,0.271875
1.091,0.821875
1.101,0.23125
1.111,0.415625
1.121,0.746875
1.131,-0.2703125
1.141,-0.840625
1.151,-0.6171875
1.161,-0.665625
1.171,-0.4609375
1.181,0.084375
1.191,1.117188
1.201,0.565625
1.211,0.0515625
1.221,-0.053125
1.231,-0.19375
1.241,-0.553125
1.251,-0.3296875
1.261,-0.38125
1.271,-0.165625
1.281,0.0953125
1.291,0.309375
1.301,0.9328125
1.311,0.484375
1.321,-0.6703125
1.331,-0.41875
1.341,-0.63125
1.351,-0.7890625
1.361,-1.010938
1.371,-0.221875
1.381,0.2921875
1.391,0.203125
1.401,1.1
1.411,0.525
1.421,0.2984375
1.431,0.0609375
1.441,-0.6
1.451,-0.6109375
1.461,-0.3921875
1.471,-0.1109375
1.481,0.3515625
1.491,0.7390625
1.501,0.15
1.511,0.7484375
1.521,0.6921875
1.531,-0.0421875
1.541,-0.1921875
1.551,-0.5890625
1.561,-0.471875
1.571,-0.68125
1.581,0.2921875
1.591,0.7671875
1.601,0.66875
1.611,0.4484375
1.621,0.1296875
1.631,0.096875
1.641,-0.34375
1.651,-0.8984375
1.661,-0.6703125
1.671,-0.209375
1.681,0.5234375
1.691,1.132813
1.701,1.1125
1.711,1.009375
1.721,0.6296875
1.731,0.1953125
1.741,-0.3328125
1.751,-0.471875
1.761,-0.0921875
1.771,-0.209375
1.781,0.0109375
1.791,0.1625
1.801,1.19375
1.811,0.840625
1.821,0.3953125
1.831,-0.3671875
1.841,-0.5046875
1.851,-0.5265625
1.861,-1.026563
1.871,-0.5296875
1.881,-0.0578125
1.891,0.196875
1.901,0.2421875
1.911,0.1640625
1.921,1.490625
1.931,0.0421875
1.941,0.2015625
1.951,-0.5625
1.961,-0.4515625
1.971,-0.44375
1.981,-0.0515625
1.991,0.6171875
2.001,0.221875
2.011,0.3859375
2.021,0.56875
2.031,-0.5078125
2.041,0.1609375
