Interval=	0.001 s
ExcelDateTime=	4.5384554917233079e+004	4/2/2024 13:19:04.848938
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1
Range=	10.000 V
UnitName=	L/min
TopValue=	50.00
BottomValue=	-50.00
0	-0.5578125
0.001	-0.4359375
0.002	0.1375
0.003	0.8078125
0.004	1.223438
0.005	1.278125
0.006	0.975
0.007	0.4109375
0.008	-0.1078125
0.009	-0.2546875
0.01	-0.0203125
0.011	0.3375
0.012	0.5859375
0.013	0.6671875
0.014	0.6046875
0.015	0.3890625
0.016	0.0421875
0.017	-0.33125
0.018	-0.5921875
0.019	-0.6296875
0.02	-0.4
0.021	-0.0171875
0.022	0.3109375
0.023	0.471875
0.024	0.4640625
0.025	0.2734375
0.026	-0.075
0.027	-0.425
0.028	-0.5578125
0.029	-0.3796875
0.03	-0.015625
0.031	0.3640625
0.032	0.6953125
0.033	0.8484375
0.034	0.5875
0.035	-0.0234375
0.036	-0.5265625
0.037	-0.553125
0.038	-0.190625
0.039	0.1984375
0.04	0.4109375
0.041	0.509375
0.042	0.5046875
0.043	0.265625
0.044	-0.1484375
0.045	-0.4296875
0.046	-0.28125
0.047	0.3203125
0.048	1.021875
0.049	1.34375
0.05	1.145313
0.051	0.659375
0.052	0.1453125
0.053	-0.2765625
0.054	-0.54375
0.055	-0.6078125
0.056	-0.434375
0.057	-0.0734375
0.058	0.309375
0.059	0.575
0.06	0.678125
0.061	0.60625
0.062	0.3703125
0.063	0.0359375
0.064	-0.26875
0.065	-0.3640625
0.066	-0.1859375
0.067	0.11875
0.068	0.378125
0.069	0.4796875
0.07	0.30625
0.071	-0.1421875
0.072	-0.5875
0.073	-0.728125
0.074	-0.5328125
0.075	-0.209375
0.076	0.0671875
0.077	0.2859375
0.078	0.428125
0.079	0.3234375
0.08	-0.0921875
0.081	-0.553125
0.082	-0.7015625
0.083	-0.43125
0.084	0.05
0.085	0.415625
0.086	0.515625
0.087	0.4203125
0.088	0.2109375
0.089	-0.1140625
0.09	-0.4875
0.091	-0.73125
0.092	-0.65625
0.093	-0.2671875
0.094	0.21875
0.095	0.5703125
0.096	0.7140625
0.097	0.65625
0.098	0.3734375
0.099	-0.0796875
0.1	-0.478125
0.101	-0.5671875
0.102	-0.2875
0.103	0.1890625
0.104	0.625
0.105	0.8328125
0.106	0.64375
0.107	0.065625
0.108	-0.5671875
0.109	-0.85
0.11	-0.6875
0.111	-0.2859375
0.112	0.1390625
0.113	0.5390625
0.114	0.9140625
0.115	1.085938
0.116	0.8109375
0.117	0.1859375
0.118	-0.3765625
0.119	-0.59375
0.12	-0.46875
0.121	-0.128125
0.122	0.2625
0.123	0.5203125
0.124	0.5421875
0.125	0.3703125
0.126	0.1734375
0.127	0.115625
0.128	0.1859375
0.129	0.3
0.13	0.4359375
0.131	0.5765625
0.132	0.6609375
0.133	0.65
0.134	0.4921875
0.135	0.1375
0.136	-0.2890625
0.137	-0.51875
0.138	-0.3859375
0.139	0.053125
0.14	0.5875
0.141	0.984375
0.142	1.025
0.143	0.6203125
0.144	-0.0125
