Interval=	0.001 s
ExcelDateTime=	4.5384610813042287e+004	4/2/2024 14:39:34.246853
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1
Range=	10.000 V
UnitName=	L/min
TopValue=	50.00
BottomValue=	-50.00
0	-0.528125
0.001	-0.5734375
0.002	-0.340625
0.003	0.0234375
0.004	0.3390625
0.005	0.5125
0.006	0.4859375
0.007	0.2359375
0.008	-0.140625
0.009	-0.4484375
0.01	-0.515625
0.011	-0.3046875
0.012	0.0703125
0.013	0.46875
0.014	0.7828125
0.015	0.84375
0.016	0.496875
0.017	-0.1078125
0.018	-0.5578125
0.019	-0.590625
0.02	-0.2875
0.021	0.109375
0.022	0.4453125
0.023	0.675
0.024	0.6875
0.025	0.3546875
0.026	-0.2046875
0.027	-0.6296875
0.028	-0.6796875
0.029	-0.4296875
0.03	-0.1203125
0.031	0.078125
0.032	0.15625
0.033	0.1375
0.034	-0.015625
0.035	-0.3171875
0.036	-0.6328125
0.037	-0.7484375
0.038	-0.5359375
0.039	-0.08125
0.04	0.3671875
0.041	0.609375
0.042	0.6015625
0.043	0.3625
0.044	-0.0296875
0.045	-0.39375
0.046	-0.5359375
0.047	-0.38125
0.048	-0.0203125
0.049	0.3765625
0.05	0.671875
0.051	0.7328125
0.052	0.4390625
0.053	-0.13125
0.054	-0.6328125
0.055	-0.759375
0.056	-0.509375
0.057	-0.121875
0.058	0.20625
0.059	0.4390625
0.06	0.5375
0.061	0.35625
0.062	-0.13125
0.063	-0.6359375
0.064	-0.821875
0.065	-0.621875
0.066	-0.228125
0.067	0.1171875
0.068	0.3046875
0.069	0.3421875
0.07	0.2234375
0.071	-0.071875
0.072	-0.45625
0.073	-0.721875
0.074	-0.7046875
0.075	-0.4046875
0.076	-0.0015625
0.077	0.3109375
0.078	0.434375
0.079	0.325
0.08	0.0015625
0.081	-0.3921875
0.082	-0.6546875
0.083	-0.6375
0.084	-0.334375
0.085	0.1234375
0.086	0.5703125
0.087	0.85625
0.088	0.790625
0.089	0.2953125
0.09	-0.35625
0.091	-0.7421875
0.092	-0.6859375
0.093	-0.35
0.094	0.01875
0.095	0.315625
0.096	0.5265625
0.097	0.5328125
0.098	0.203125
0.099	-0.3078125
0.1	-0.628125
0.101	-0.565625
0.102	-0.2390625
0.103	0.109375
0.104	0.3453125
0.105	0.4546875
0.106	0.4296875
0.107	0.2234375
0.108	-0.15
0.109	-0.5328125
0.11	-0.70625
0.111	-0.54375
0.112	-0.1203125
0.113	0.31875
0.114	0.5734375
0.115	0.5671875
0.116	0.296875
0.117	-0.1359375
0.118	-0.5171875
0.119	-0.6421875
0.12	-0.4484375
0.121	-0.0515625
0.122	0.3734375
0.123	0.715625
0.124	0.840625
0.125	0.575
0.126	-0.015625
0.127	-0.540625
0.128	-0.6578125
