Interval=	0.001 s
ExcelDateTime=	4.5384516425249873e+004	4/2/2024 12:23:39.141589
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1
Range=	10.000 V
UnitName=	L/min
TopValue=	50.00
BottomValue=	-50.00
0	-0.1515625
0.001	-0.5171875
0.002	-0.584375
0.003	-0.3609375
0.004	-0.0015625
0.005	0.303125
0.006	0.4265625
0.007	0.3359375
0.008	0.0484375
0.009	-0.3375
0.01	-0.640625
0.011	-0.7140625
0.012	-0.5296875
0.013	-0.1640625
0.014	0.234375
0.015	0.5140625
0.016	0.58125
0.017	0.4078125
0.018	0.05625
0.019	-0.31875
0.02	-0.5203125
0.021	-0.421875
0.022	-0.0640625
0.023	0.371875
0.024	0.7171875
0.025	0.840625
0.026	0.603125
0.027	0.0328125
0.028	-0.546875
0.029	-0.7796875
0.03	-0.6109375
0.031	-0.2421875
0.032	0.1453125
0.033	0.50625
0.034	0.771875
0.035	0.7453125
0.036	0.3375
0.037	-0.2140625
0.038	-0.55
0.039	-0.5125
0.04	-0.2328125
0.041	0.053125
0.042	0.2203125
0.043	0.278125
0.044	0.221875
0.045	0.0125
0.046	-0.26875
0.047	-0.4375
0.048	-0.3703125
0.049	-0.0796875
0.05	0.2953125
0.051	0.5828125
0.052	0.6734375
0.053	0.5265625
0.054	0.184375
0.055	-0.2203125
0.056	-0.5078125
0.057	-0.5546875
0.058	-0.340625
0.059	0.04375
0.06	0.48125
0.061	0.803125
0.062	0.76875
0.063	0.278125
0.064	-0.38125
0.065	-0.7640625
0.066	-0.684375
0.067	-0.309375
0.068	0.109375
0.069	0.4453125
0.07	0.6625
0.071	0.646875
0.072	0.3109375
0.073	-0.18125
0.074	-0.4953125
0.075	-0.471875
0.076	-0.2265625
0.077	0.0328125
0.078	0.1765625
0.079	0.209375
0.08	0.171875
0.081	0.04375
0.082	-0.1859375
0.083	-0.43125
0.084	-0.53125
0.085	-0.375
0.086	-0.015625
0.087	0.353125
0.088	0.5703125
0.089	0.5625
0.09	0.3203125
0.091	-0.0890625
0.092	-0.496875
0.093	-0.696875
0.094	-0.5625
0.095	-0.153125
0.096	0.334375
0.097	0.7171875
0.098	0.8421875
0.099	0.596875
0.1	0.078125
0.101	-0.38125
0.102	-0.5140625
0.103	-0.3375
0.104	-0.0515625
0.105	0.209375
0.106	0.4421875
0.107	0.5921875
0.108	0.475
0.109	0.0484375
0.11	-0.4234375
0.111	-0.6234375
0.112	-0.484375
0.113	-0.178125
0.114	0.0921875
0.115	0.228125
0.116	0.225
0.117	0.0703125
0.118	-0.2125
0.119	-0.5109375
0.12	-0.6703125
0.121	-0.5734375
0.122	-0.2234375
0.123	0.2140625
0.124	0.5265625
0.125	0.609375
0.126	0.446875
0.127	0.0921875
0.128	-0.303125
0.129	-0.5421875
0.13	-0.5015625
0.131	-0.20625
0.132	0.196875
0.133	0.5625
0.134	0.771875
0.135	0.6734375
0.136	0.234375
0.137	-0.3
0.138	-0.5921875
0.139	-0.5359375
0.14	-0.265625
0.141	0.05
0.142	0.35
0.143	0.590625
0.144	0.6171875
0.145	0.325
0.146	-0.1125
0.147	-0.3796875
0.148	-0.334375
0.149	-0.078125
0.15	0.2046875
0.151	0.4
0.152	0.5
0.153	0.475
0.154	0.259375
0.155	-0.1
0.156	-0.409375
0.157	-0.475
0.158	-0.2453125
0.159	0.14375
0.16	0.4578125
0.161	0.553125
0.162	0.4171875
0.163	0.103125
0.164	-0.28125
0.165	-0.56875
0.166	-0.6078125
0.167	-0.36875
0.168	0.04375
0.169	0.49375
0.17	0.865625
0.171	0.9671875
0.172	0.6421875
0.173	0.0453125
0.174	-0.409375
0.175	-0.4796875
0.176	-0.284375
0.177	-0.0421875
0.178	0.1984375
0.179	0.471875
0.18	0.64375
0.181	0.4953125
0.182	0.0890625
0.183	-0.2625
0.184	-0.3390625
0.185	-0.18125
0.186	0.05625
0.187	0.2859375
0.188	0.5265625
0.189	0.740625
0.19	0.728125
0.191	0.346875
0.192	-0.2265625
0.193	-0.6109375
0.194	-0.5390625
0.195	-0.1078125
0.196	0.31875
0.197	0.4890625
0.198	0.4140625
0.199	0.209375
0.2	-0.0390625
0.201	-0.275
0.202	-0.425
0.203	-0.3875
0.204	-0.1234375
0.205	0.284375
0.206	0.6890625
0.207	0.890625
0.208	0.696875
0.209	0.1546875
0.21	-0.3765625
0.211	-0.56875
0.212	-0.40625
0.213	-0.0875
0.214	0.225
0.215	0.478125
0.216	0.61875
0.217	0.5296875
0.218	0.184375
0.219	-0.2171875
0.22	-0.4296875
0.221	-0.3671875
0.222	-0.125
0.223	0.1234375
0.224	0.2625
0.225	0.2859375
0.226	0.190625
0.227	-0.0734375
0.228	-0.4640625
0.229	-0.7859375
0.23	-0.8265625
0.231	-0.5390625
0.232	-0.096875
0.233	0.28125
0.234	0.4859375
0.235	0.4578125
0.236	0.1609375
0.237	-0.303125
0.238	-0.696875
0.239	-0.7859375
0.24	-0.5109375
0.241	-0.03125
0.242	0.43125
0.243	0.7375
0.244	0.759375
0.245	0.4125
0.246	-0.1578125
0.247	-0.621875
0.248	-0.7375
0.249	-0.5
0.25	-0.071875
0.251	0.3828125
0.252	0.73125
0.253	0.796875
0.254	0.4546875
0.255	-0.1328125
0.256	-0.584375
0.257	-0.6515625
0.258	-0.3953125
0.259	-0.0296875
0.26	0.275
0.261	0.4625
0.262	0.5015625
0.263	0.3515625
0.264	0.034375
0.265	-0.3171875
0.266	-0.509375
0.267	-0.40625
0.268	-0.065625
0.269	0.3046875
0.27	0.540625
0.271	0.559375
0.272	0.3046875
0.273	-0.1359375
0.274	-0.51875
0.275	-0.6140625
0.276	-0.3734375
0.277	0.0515625
0.278	0.4734375
0.279	0.8109375
0.28	0.9734375
0.281	0.78125
0.282	0.2453125
0.283	-0.3015625
0.284	-0.5203125
0.285	-0.3640625
0.286	-0.021875
0.287	0.2921875
0.288	0.4859375
0.289	0.509375
0.29	0.2609375
0.291	-0.2390625
0.292	-0.703125
0.293	-0.83125
0.294	-0.5984375
0.295	-0.2
0.296	0.1390625
0.297	0.309375
0.298	0.3265625
0.299	0.2015625
0.3	-0.0671875
0.301	-0.40625
0.302	-0.634375
0.303	-0.5921875
0.304	-0.2796875
0.305	0.1203125
0.306	0.4125
0.307	0.50625
0.308	0.36875
0.309	0.0265625
0.31	-0.3703125
0.311	-0.6109375
0.312	-0.5625
0.313	-0.2515625
0.314	0.175
0.315	0.578125
0.316	0.821875
0.317	0.7390625
0.318	0.29375
0.319	-0.240625
0.32	-0.51875
0.321	-0.44375
0.322	-0.178125
0.323	0.096875
0.324	0.3484375
0.325	0.565625
0.326	0.5875
0.327	0.259375
0.328	-0.2578125
0.329	-0.5984375
0.33	-0.56875
0.331	-0.26875
0.332	0.0796875
0.333	0.3125
0.334	0.403125
0.335	0.359375
0.336	0.14375
0.337	-0.2109375
0.338	-0.525
0.339	-0.6125
0.34	-0.4140625
0.341	-0.040625
0.342	0.3203125
0.343	0.5359375
0.344	0.559375
0.345	0.3765625
0.346	0.01875
0.347	-0.378125
0.348	-0.621875
0.349	-0.559375
0.35	-0.20625
0.351	0.2546875
0.352	0.61875
0.353	0.70625
0.354	0.41875
0.355	-0.1078125
0.356	-0.534375
0.357	-0.6171875
0.358	-0.3828125
0.359	-0.0328125
0.36	0.26875
0.361	0.4765625
0.362	0.5296875
0.363	0.3171875
0.364	-0.1234375
